tekno,23605460969.7,1271714671.4,5.4,18,18
gyo,10608870272.7,289592310.7,2.7,31,15
banka,29017277421.9,1142770858.8,3.9,3,4
bist30,107156964079.2,5667887481.5,5.3,16,9
harz,41355080459.5,1711133119.4,4.1,43,50
bist500,161602105848.4,9199499134.3,5.7,217,171
enerji,14400488795.9,2000347341.0,13.9,17,14
bist100,145730215730.9,7454946475.4,5.1,53,36
fonlar,1090576708.5,56493115.0,5.2,5,3
fin_sigorta,5248731038.0,189747050.9,3.6,5,6
cim_ins,3863377697.8,322824777.9,8.4,13,10
bist_100_disi,42906162211.9,3011086430.7,7.0,173,146
