tekno,12254677299.6,787275513.7,6.4,23,13
gyo,16513641018.9,293532397.2,1.8,29,17
banka,39590230601.3,1379776774.2,3.5,6,2
bist30,65803760569.1,-1377876164.7,-2.1,9,17
harz,24871416572.7,1537927580.5,6.2,63,32
bist500,123496013333.8,180485092.2,0.1,218,177
enerji,6283443129.9,194645936.4,3.1,15,17
bist100,99782456608.4,-1092955622.5,-1.1,43,49
fonlar,2007890234.5,397456608.1,19.8,6,4
fin_sigorta,3130672965.8,308123792.3,9.8,8,3
cim_ins,6361677098.3,467258837.4,7.3,15,8
bist_100_disi,44079237248.1,1376395060.6,3.1,190,134
fonlar,2007890234.5,397456608.1,19.8,6,4
