hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
altny,401743324,-51494740.0,-13.0,-1.95
asels,7276884058,-556809205.0,-8.0,-24.88
reedr,84485939,-2262809.0,-3.0,-0.16
miatk,542254783,-95778164.0,-18.0,-6.93
sdttr,549663285,3635406.0,1.0,1.49
ingrm,23328026,-6457113.0,-28.000000000000004,-107.2
atatp,162467393,-28754034.0,-18.0,-25.94
alctl,44800628,5988138.0,13.0,16.62
karel,184712294,37627219.0,20.0,1.77
aztek,28127698,-7313288.0,-26.0,-1.08
httbt,25575082,-811611.0,-3.0,-1.22
logo,69026763,-4608370.0,-7.000000000000001,-9.1
ardyz,155245642,-2331222.0,-2.0,-0.62
indes,129635372,-5426289.0,-4.0,-0.35
mobtl,75662838,-1067793.0,-1.0,-0.14
penta,30405078,-5482215.0,-18.0,-2.38
netas,84552440,3098366.0,4.0,2.24
arena,57899698,-2427554.0,-4.0,-1.12
escom,395222821,-21449978.0,-5.0,-0.31
papil,198193543,-6170883.0,-3.0,-0.5
forte,187349036,-9256924.0,-5.0,-4.67
link,262977745,-40308168.0,-15.0,-36.17
vbtyz,98097169,-11668490.0,-12.0,-2.74
fonet,383546518,-11529145.0,-3.0,-0.13
mtrks,22042969,-3324472.0,-15.0,-3.2
edata,287281269,-4571110.0,-2.0,-0.23
kfein,35035880,-8216946.0,-23.0,-2.01
pkart,17049147,-2700380.0,-16.0,-11.53
obase,11688763,10133.0,0.0,0.03
kront,144596594,13221811.0,9.0,1.81
smart,246498326,-11591083.0,-5.0,-1.61
dgate,18726764,897304.0,5.0,3.38
despc,19176185,-3514043.0,-18.0,-6.98
manas,3475444352,-194617451.0,-6.0,-1.12
odine,564400260,-32212893.0,-6.0,-39.48
patek,200776912,-7412924.0,-4.0,-0.67
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
trgyo,84909887,727450.0,1.0,0.72
ekgyo,1540408889,-56094480.0,-4.0,-0.74
zrgyo,20415109,-767297.0,-4.0,-0.81
srvgy,90219414,-14038905.0,-16.0,-0.48
rygyo,62945726,29836589.0,47.0,15.32
isgyo,28004694,-431455.0,-2.0,-0.33
basgz,49074320,16749217.0,34.0,17.08
aksgy,22188477,-1953507.0,-9.0,-0.74
ozkgy,37268429,-5407411.0,-15.0,-1.95
dggyo,2301394,580554.0,25.0,7.22
psgyo,218867103,-17194749.0,-8.0,-0.17
yggyo,93631269,10135740.0,11.0,19.55
akmgy,3785821,185521.0,5.0,10.97
asgyo,20681206,-5139825.0,-25.0,-2.77
hlgyo,624978732,8443176.0,1.0,0.07
adgyo,100232215,-5487106.0,-5.0,-2.81
akfgy,48379577,6736810.0,14.000000000000002,0.42
tsgyo,7534493,433731.0,6.0,0.39
surgy,204105560,-26497913.0,-13.0,-7.42
klgyo,87076594,-16839278.0,-19.0,-1.14
algyo,99376719,-17620704.0,-18.0,-0.9
kzbgy,161667030,-7889318.0,-5.0,-0.16
sngyo,285387323,-24952015.0,-9.0,-0.34
vkgyo,78524853,-8312965.0,-11.0,-0.29
pekgy,9814451279,-2901064952.0,-30.0,-4.02
fzlgy,51923945,3627043.0,7.000000000000001,0.91
begyo,21479968,-2902284.0,-14.000000000000002,-0.57
segyo,349126931,-70468197.0,-20.0,-1.2
pehol,3412049232,-271628340.0,-8.0,-1.41
nugyo,18504180,-4255822.0,-23.0,-2.08
agyo,8885109,1902505.0,21.0,1.85
dzgyo,24300864,-3390020.0,-14.000000000000002,-1.04
msgyo,37263021,3657987.0,10.0,0.67
mrgyo,194357888,3950384.0,2.0,0.03
krgyo,20597203,-243665.0,-1.0,-0.03
ozgyo,10062310,-238804.0,-2.0,-0.05
kgyo,29524673,-5508633.0,-19.0,-1.47
ygyo,11923551,0.0,0.0,0.0
avgyo,10041225,11375.0,0.0,0.01
