tekno,11921116600.5,-541163210.4,-4.5,7,29
gyo,15115405221.2,929408016.0,6.1,18,28
banka,22930390352.8,949811083.1,4.1,5,3
bist30,72183615962.8,-795473501.6,-1.1,10,16
harz,22941316911.5,-4509820352.8,-19.7,21,73
bist500,129058560865.8,-5900466627.1,-4.6,134,260
enerji,10693790291.8,-3840477708.9,-35.9,6,26
bist100,108331573432.2,-4000197154.4,-3.7,34,57
fonlar,119484347.5,21599486.4,18.1,3,7
fin_sigorta,4895210397.2,-358377903.4,-7.3,4,7
cim_ins,6173950994.6,-375953946.6,-6.1,7,16
bist_100_disi,43799705246.7,-4957607858.4,-11.3,106,217
