tekno,6823349661.6,-242979877.5,-3.6,16,20
gyo,9059248221.2,320196618.6,3.5,20,26
banka,10236716168.8,-546029105.3,-5.3,2,6
bist30,32846860738.9,1505425111.6,4.6,15,10
harz,17094355729.2,-302640650.7,-1.8,49,45
bist500,67908659299.4,327878003.3,0.5,172,221
enerji,5262781482.7,-738664778.0,-14.0,11,21
bist100,49823000914.0,863193798.4,1.7,44,47
fonlar,166904808.5,-29868072.6,-17.9,2,7
fin_sigorta,1356568540.8,1050483.7,0.1,2,9
cim_ins,2573207916.5,92509515.4,3.6,10,13
bist_100_disi,25581437739.1,-786963284.5,-3.1,137,186
