hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
altny,312468576,-6410787.0,-2.0,-0.28
asels,12511278801,858646076.0,7.000000000000001,25.64
reedr,133779258,-22599447.0,-17.0,-0.73
miatk,36108669,0.0,0.0,0.0
sdttr,130974097,-501886.0,-0.0,-0.07
ingrm,20413508,-2512436.0,-12.0,-38.67
atatp,145205400,-1007528.0,-1.0,-1.68
alctl,55299692,-6301396.0,-11.0,-10.19
karel,133272309,-27460576.0,-21.0,-1.27
aztek,195941207,11546258.0,6.0,0.23
httbt,22871369,3702134.0,16.0,4.91
logo,111346314,1006110.0,1.0,1.26
ardyz,384430463,-2584090.0,-1.0,-0.41
indes,110348980,254971.0,0.0,0.02
mobtl,76654643,2199642.0,3.0,0.29
penta,30277713,-2171976.0,-7.000000000000001,-0.75
netas,95098509,-9877381.0,-10.0,-7.96
arena,11709746,-944295.0,-8.0,-1.31
escom,119320538,7943092.0,7.000000000000001,0.29
papil,84432673,928335.0,1.0,0.1
forte,112973415,13461030.0,12.0,11.24
link,101460138,4083961.0,4.0,0.16
vbtyz,43098905,-10748119.0,-25.0,-6.78
fonet,80702164,12683003.0,16.0,0.62
mtrks,30566203,3275689.0,11.0,2.47
edata,4319958,0.0,0.0,0.0
kfein,25975735,2807617.0,11.0,0.68
pkart,38771629,6806215.0,18.0,15.81
obase,15292265,270924.0,2.0,0.52
kront,28693377,-394808.0,-1.0,-0.26
smart,14777321,-572502.0,-4.0,-0.69
dgate,9771461,0.0,0.0,0.0
despc,15061128,-3596471.0,-24.0,-7.69
manas,610466,0.0,0.0,0.0
odine,4803941,0.0,0.0,0.0
patek,849406051,74062477.0,9.0,1.51
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
trgyo,128124926,15785988.0,12.0,11.22
ekgyo,3157501393,296435068.0,9.0,1.78
zrgyo,122756156,-11165852.0,-9.0,-1.75
srvgy,79660352,9833136.0,12.0,0.26
rygyo,173819907,12713225.0,7.000000000000001,3.43
isgyo,78823132,4433635.0,6.0,1.33
basgz,18863891,1896650.0,10.0,4.11
aksgy,55073678,7065264.0,13.0,1.19
ozkgy,50330442,6051450.0,12.0,1.42
dggyo,3235816,-437670.0,-14.000000000000002,-3.69
psgyo,439512145,88522211.0,20.0,0.41
yggyo,24768726,-2727384.0,-11.0,-23.84
akmgy,6882566,-329829.0,-5.0,-10.71
asgyo,29014910,-1405659.0,-5.0,-0.47
hlgyo,120979998,-11263281.0,-9.0,-0.37
adgyo,132998396,12735364.0,10.0,4.52
akfgy,86469029,-15815512.0,-18.0,-0.43
tsgyo,7891569,547990.0,7.000000000000001,0.35
surgy,109099336,-11353591.0,-10.0,-2.49
klgyo,41853752,5325886.0,13.0,0.51
algyo,82443466,-3833174.0,-5.0,-0.14
kzbgy,102013549,9359468.0,9.0,0.13
sngyo,71738143,5400689.0,8.0,0.2
vkgyo,55300623,5532079.0,10.0,0.17
pekgy,3339144,0.0,0.0,0.0
fzlgy,4357073,0.0,0.0,0.0
begyo,16170776,-105135.0,-1.0,-0.02
segyo,15687971,-3675519.0,-23.0,-0.63
tehol,1204724,0.0,0.0,0.0
nugyo,20701980,4567823.0,22.0,1.71
agyo,2034368,-688878.0,-34.0,-2.46
dzgyo,56122615,10868914.0,19.0,1.27
msgyo,8107826,-589369.0,-7.000000000000001,-0.36
mrgyo,1764405,0.0,0.0,0.0
krgyo,80475609,-1642215.0,-2.0,-0.06
ozgyo,25831497,-3087799.0,-12.0,-0.21
kgyo,82826850,-18706483.0,-23.0,-2.47
avgyo,20016121,-3018842.0,-15.0,-2.31
tdgyo,1652064,0.0,0.0,0.0
atagy,863812,-27990.0,-3.0,-0.29
idgyo,2371581,-572447.0,-24.0,-0.59
mhrgy,12533778,4438.0,0.0,0.0
avpgy,41094117,1719056.0,4.0,2.26
vrgyo,5059018,0.0,0.0,0.0
kzgyo,3583649,0.0,0.0,0.0
eygyo,38435090,6747795.0,18.0,0.37
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
garan,5221316777,645888861.0,12.0,16.19
isctr,8326573166,1043213485.0,13.0,1.67
halkb,2329678557,118939367.0,5.0,2.42
vakbn,2564906166,142032674.0,6.0,1.86
akbnk,13697957004,2201398172.0,16.0,11.44
skbnk,700695560,-95409431.0,-14.000000000000002,-0.81
albrk,119115105,-12172875.0,-10.0,-0.87
ykbnk,11686337598,845849409.0,7.000000000000001,2.61
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
alark,665744940,44831119.0,7.000000000000001,7.2
arclk,179371360,-9695142.0,-5.0,-4.65
asels,12511278801,858646076.0,7.000000000000001,25.64
astor,10532667743,1345918351.0,13.0,32.41
bimas,6339806864,1067171936.0,17.0,71.14
ekgyo,3157501393,296435068.0,9.0,1.78
enkai,1484514997,181538518.0,12.0,10.46
eregl,5936067399,498152941.0,8.0,3.06
froto,1886915688,206175426.0,11.0,8.35
gubrf,1815656141,193477374.0,11.0,46.37
hekts,706957974,-4463929.0,-1.0,-0.01
kchol,7248426075,761025579.0,10.0,22.78
trmet,681058033,59253093.0,9.0,11.23
tralt,5085265122,448473407.0,9.0,4.42
krdmd,2123662239,290879520.0,14.000000000000002,6.06
odas,373275439,-54317992.0,-15.0,-0.94
petkm,1815773989,-21730761.0,-1.0,-0.25
pgsus,1764240681,260712298.0,15.0,21.93
sahol,4433132281,655675594.0,15.0,13.11
sasa,7127582515,436295641.0,6.0,0.14
sise,2314794312,276857347.0,12.0,4.74
tavhl,1539855695,-97683370.0,-6.0,-17.39
tcell,2582077464,364334209.0,14.000000000000002,13.81
thyao,14954043083,1384110496.0,9.0,26.62
toaso,970971086,91974188.0,9.0,26.75
tuprs,14792862674,-161980024.0,-1.0,-4.53
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
tezol,37302636,-6225816.0,-17.0,-1.3
a1cap,3341401,0.0,0.0,0.0
adgyo,132998396,12735364.0,10.0,4.52
agrot,71976185,-371653.0,-1.0,-0.01
ahgaz,322436345,-23598976.0,-7.000000000000001,-3.03
akfye,222114094,11535634.0,5.0,0.18
alfas,69042223,-5587304.0,-8.0,-2.63
asgyo,29014910,-1405659.0,-5.0,-0.47
atakp,16920341,939126.0,6.0,1.93
astor,10532667743,1345918351.0,13.0,32.41
aztek,195941207,11546258.0,6.0,0.23
barma,4214043,0.0,0.0,0.0
begyo,16170776,-105135.0,-1.0,-0.02
bieny,35336724,-1652012.0,-5.0,-0.77
bigch,15567606,1728208.0,11.0,0.46
binho,13444563,0.0,0.0,0.0
bmstl,142848442,-23076449.0,-16.0,-7.45
borls,61457496,-3424622.0,-6.0,-0.12
brkvy,23125114,236462.0,1.0,0.61
bvsan,101452850,-8772512.0,-9.0,-7.31
bydnr,9004353,-2401070.0,-27.0,-6.24
cates,3346483,0.0,0.0,0.0
conse,44534222,4475518.0,10.0,0.18
cvkmd,476796883,-11260952.0,-2.0,-0.31
cwene,658688045,4650313.0,1.0,0.16
dapgm,770357295,-44481516.0,-6.0,-0.3
dmrgd,244259981,-22858480.0,-9.0,-0.94
dofer,14688040,-370649.0,-3.0,-0.58
ebebk,42067197,-9454631.0,-22.0,-17.99
ekos,34658905,1989228.0,6.0,0.22
eksun,20744838,333646.0,2.0,0.07
enery,1415831551,-320636646.0,-23.0,-2.78
ensri,48830543,1383202.0,3.0,0.09
eupwr,2058315313,209638953.0,10.0,6.27
euren,104418637,-291132.0,-0.0,-0.01
eygyo,38435090,6747795.0,18.0,0.37
forte,112973415,13461030.0,12.0,11.24
fzlgy,4357073,0.0,0.0,0.0
gipta,3599910,0.0,0.0,0.0
goknr,69640543,-9928712.0,-14.000000000000002,-2.29
grsel,175224754,8232454.0,5.0,12.33
gznmi,46815557,-10994415.0,-23.0,-8.78
hatsn,32304099,0.0,0.0,0.0
hktm,41064576,-2273569.0,-6.0,-0.6
httbt,22871369,3702134.0,16.0,4.91
imasm,54089896,-6181774.0,-11.0,-0.2
inves,41056351,-6871583.0,-17.0,-125.88
izenr,14831729,0.0,0.0,0.0
kayse,47743143,-7681557.0,-16.0,-0.55
kcaer,244727349,-36202067.0,-15.0,-1.63
klrho,6417006,0.0,0.0,0.0
klser,23175199,1313148.0,6.0,1.12
klsyn,22711175,4534378.0,20.0,2.6
kmpur,24524770,-892446.0,-4.0,-0.56
kopol,82919162,-5954944.0,-7.000000000000001,-0.25
krpls,53363181,852139.0,2.0,0.18
ktlev,69996073,0.0,0.0,0.0
kzgyo,3583649,0.0,0.0,0.0
lider,3773064,0.0,0.0,0.0
macko,27969912,2492076.0,9.0,2.68
makim,9152552,35955.0,0.0,0.05
marbl,20343175,1920785.0,9.0,0.93
mekag,23274300,3219078.0,14.000000000000002,0.31
mhrgy,12533778,4438.0,0.0,0.0
obase,15292265,270924.0,2.0,0.52
ofsym,52696276,-6648810.0,-13.0,-7.41
oncsm,9861497,0.0,0.0,0.0
ozsub,80025439,-6431634.0,-8.0,-3.03
paseu,6359708,0.0,0.0,0.0
pcilt,45507715,-10565335.0,-23.0,-6.74
pltur,32671801,-7497016.0,-23.0,-3.74
pnlsn,23815639,-1073131.0,-5.0,-1.53
prdgs,2332741,0.0,0.0,0.0
psgyo,439512145,88522211.0,20.0,0.41
reedr,133779258,-22599447.0,-17.0,-0.73
rnpol,7632790,-1443891.0,-19.0,-0.39
rubns,32593874,-7606123.0,-23.0,-5.42
sdttr,130974097,-501886.0,-0.0,-0.07
segyo,15687971,-3675519.0,-23.0,-0.63
skymd,34245049,-2272748.0,-7.000000000000001,-0.93
smrtg,14895120,0.0,0.0,0.0
snica,34411359,952091.0,3.0,0.07
soke,32822263,-5707151.0,-17.0,-1.42
suntk,14510231,-527326.0,-4.0,-1.0
suwen,23087788,-4685568.0,-20.0,-1.12
tabgd,139607422,3411493.0,2.0,5.54
tarkm,144960394,8412179.0,6.0,23.86
taten,7290314,0.0,0.0,0.0
tera,6252338,0.0,0.0,0.0
tnztp,114509043,11071150.0,10.0,2.66
vrgyo,5059018,0.0,0.0,0.0
yylgd,65063438,4823106.0,7.000000000000001,0.62
patek,849406051,74062477.0,9.0,1.51
OBAMS,132480420,11264500.0,9.0,0.36
LMKDC,170160348,-1322943.0,-1.0,-0.17
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
hubvc,5866610,-1396096.0,-24.0,-0.41
tatgd,28229058,3155486.0,11.0,1.81
odas,373275439,-54317992.0,-15.0,-0.94
cwene,658688045,4650313.0,1.0,0.16
uluun,40213804,4651126.0,12.0,0.79
AYDEM,60597676,-3686735.0,-6.0,-1.38
conse,44534222,4475518.0,10.0,0.18
ASELS,12511278801,858646076.0,7.000000000000001,25.64
TUPRS,14792862674,-161980024.0,-1.0,-4.53
KCHOL,7248426075,761025579.0,10.0,22.78
ARCLK,179371360,-9695142.0,-5.0,-4.65
EREGL,5936067399,498152941.0,8.0,3.06
KRDMD,2123662239,290879520.0,14.000000000000002,6.06
SAHOL,4433132281,655675594.0,15.0,13.11
SASA,7127582515,436295641.0,6.0,0.14
ENJSA,381026709,46183716.0,12.0,13.01
AKSA,117268518,-1938030.0,-2.0,-0.18
HEKTS,706957974,-4463929.0,-1.0,-0.01
TKFEN,1608035106,-116429173.0,-7.000000000000001,-17.3
SISE,2314794312,276857347.0,12.0,4.74
EKGYO,3157501393,296435068.0,9.0,1.78
SOKE,32822263,-5707151.0,-17.0,-1.42
KLKIM,40907167,1784027.0,4.0,1.01
MEPET,9303184,-1485366.0,-16.0,-2.9
BJKAS,30658958,0.0,0.0,0.0
TUREX,61693591,-2578574.0,-4.0,-0.2
ALGYO,82443466,-3833174.0,-5.0,-0.14
GMSTR,385532814,15631282.0,4.0,25.33
KUYAS,22694977,0.0,0.0,0.0
ISGYO,78823132,4433635.0,6.0,1.33
SELEC,1435833,0.0,0.0,0.0
KRONT,28693377,-394808.0,-1.0,-0.26
USDTR,55445699,5621853.0,10.0,462.44
ISFIN,51601304,13304788.0,26.0,4.72
BAGFS,22342212,-119801.0,-1.0,-0.13
SARKY,128062115,-13757104.0,-11.0,-2.32
ASTOR,10532667743,1345918351.0,13.0,32.41
BTCIM,242448177,-73075749.0,-30.0,-0.8
LKMNH,23660625,-3830373.0,-16.0,-1.96
ERBOS,8610442,1304660.0,15.0,18.54
RAYSG,20481481,1401238.0,7.000000000000001,8.93
DMSAS,21110715,-5719117.0,-27.0,-1.53
KZBGY,102013549,9359468.0,9.0,0.13
YATAS,24479981,-3853094.0,-16.0,-4.13
DOCO,79578762,23971145.0,30.0,3152.02
ESCOM,119320538,7943092.0,7.000000000000001,0.29
OZSUB,80025439,-6431634.0,-8.0,-3.03
KLMSN,20176472,-3778929.0,-19.0,-4.22
