tekno,9612265275.1,154189895.3,1.6,20,16
gyo,15448750250.3,289499536.5,1.9,25,21
banka,26771697427.8,634301598.1,2.4,5,3
bist30,61956788188.9,1926051285.8,3.1,14,12
harz,19631227245.4,-332491050.0,-1.7,40,55
bist500,118738041086.2,4292932247.1,3.6,198,198
enerji,4316206879.1,-241822198.3,-5.6,10,22
bist100,92324165927.9,2704597139.5,2.9,48,44
fonlar,352946152.3,-40171350.5,-11.4,5,4
fin_sigorta,3720851940.0,659871736.4,17.7,7,3
cim_ins,3616067600.2,286823485.3,7.9,13,9
bist_100_disi,39802094786.9,1121879189.8,2.8,159,166
