hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
altny,216464532,-8670718.0,-4.0,-3.16
asels,3570239673,-274537038.0,-8.0,-10.62
reedr,506890005,34753291.0,7.000000000000001,0.81
miatk,1741738426,266659511.0,15.0,5.58
sdttr,97279620,3499181.0,4.0,7.19
ingrm,33904100,4175707.0,12.0,48.43
atatp,56411465,-2784423.0,-5.0,-3.94
alctl,205109299,52946415.0,26.0,26.48
karel,34813965,-5937078.0,-17.0,-1.42
aztek,79502452,681577.0,1.0,0.35
httbt,113912707,9221238.0,8.0,3.29
logo,216021253,19876401.0,9.0,12.85
ardyz,52905640,5629385.0,11.0,2.62
indes,56690523,14400108.0,25.0,1.72
mobtl,66999313,-1942115.0,-3.0,-0.2
penta,25010795,2279920.0,9.0,1.21
netas,34445089,-1613015.0,-5.0,-2.41
arena,65398745,4763657.0,7.000000000000001,3.11
escom,18878932,1463297.0,8.0,0.2
papil,1287562108,244225529.0,19.0,7.83
forte,28252409,2400831.0,8.0,5.61
link,78108766,-787956.0,-1.0,-5.4
vbtyz,24351560,917505.0,4.0,0.7
fonet,157236162,12331028.0,8.0,1.22
mtrks,36212352,-3376464.0,-9.0,-1.92
edata,30086337,3065405.0,10.0,0.43
kfein,91898123,18226910.0,20.0,23.69
pkart,24050842,2604189.0,11.0,6.83
obase,46226647,-232647.0,-1.0,-0.16
kront,34494565,15869.0,0.0,0.01
smart,19076947,2976391.0,16.0,4.12
dgate,203718608,19650610.0,10.0,6.64
despc,56148212,3597361.0,6.0,2.98
manas,155513920,3171790.0,2.0,0.14
odine,220906919,136266508.0,62.0,54.46
patek,179735498,-10734689.0,-6.0,-4.18
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
trgyo,120526185,-20372216.0,-17.0,-10.49
ekgyo,1962331534,-73029130.0,-4.0,-0.44
zrgyo,138911807,5209243.0,4.0,0.93
srvgy,186286724,1656714.0,1.0,0.03
rygyo,193100601,-11632667.0,-6.0,-0.83
isgyo,60132175,-10213362.0,-17.0,-2.52
basgz,58557596,1667169.0,3.0,0.86
aksgy,39049037,-2812270.0,-7.000000000000001,-0.44
ozkgy,74890830,-14035857.0,-19.0,-1.96
dggyo,10631289,-1276960.0,-12.0,-4.04
psgyo,162826188,7997786.0,5.0,0.09
yggyo,21172693,3196214.0,15.0,11.43
akmgy,9629317,-1599512.0,-17.0,-33.06
asgyo,23238555,1321659.0,6.0,0.58
hlgyo,49579266,3619263.0,7.000000000000001,0.18
adgyo,31956146,-6322174.0,-20.0,-5.91
akfgy,58241840,-5105427.0,-9.0,-0.16
tsgyo,28281160,-925662.0,-3.0,-0.21
surgy,129447242,14141674.0,11.0,4.5
klgyo,42097887,-12636336.0,-30.0,-1.32
algyo,34826182,-1561666.0,-4.0,-0.78
kzbgy,193632217,14526442.0,8.0,0.74
sngyo,60598157,-3850439.0,-6.0,-0.21
vkgyo,60301426,28754.0,0.0,0.0
pekgy,142048624,2477706.0,2.0,0.02
fzlgy,344634187,-40692506.0,-12.0,-4.23
begyo,297781860,5398444.0,2.0,0.33
segyo,70172994,137772.0,0.0,0.01
pehol,1977375146,126343083.0,6.0,0.95
nugyo,14955453,-1527382.0,-10.0,-0.66
agyo,11114690,299311.0,3.0,0.16
dzgyo,47831425,-2227690.0,-5.0,-0.29
msgyo,64541761,-6301310.0,-10.0,-0.42
mrgyo,35632641,-1387502.0,-4.0,-0.05
krgyo,196295484,-7586952.0,-4.0,-0.55
ozgyo,22989320,650699.0,3.0,0.15
kgyo,16731134,739840.0,4.0,0.14
ygyo,546008227,823110.0,0.0,0.01
avgyo,10827503,-759289.0,-7.000000000000001,-0.64
tdgyo,26197551,-6521431.0,-25.0,-3.83
atagy,6689935,-1314730.0,-20.0,-1.98
idgyo,14303949,1919371.0,13.0,0.38
mhrgy,20512745,-3349757.0,-16.0,-0.77
avpgy,83138875,-5340417.0,-6.0,-3.33
vrgyo,43511521,-296760.0,-1.0,-0.02
kzgyo,8165238,-1700271.0,-21.0,-3.96
