hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
altny,608787896,-31790943.0,-5.0,-4.11
asels,2571141025,-130758292.0,-5.0,-9.2
reedr,489511768,30861783.0,6.0,0.68
miatk,1728664955,219160132.0,13.0,5.41
sdttr,236776664,7695984.0,3.0,6.13
ingrm,57231956,3031090.0,5.0,22.84
atatp,307729653,10137554.0,3.0,4.27
alctl,85693331,2964974.0,3.0,4.04
karel,103953635,5652373.0,5.0,0.53
aztek,74011050,17811612.0,24.0,11.29
httbt,87117120,-42066518.0,-48.0,-24.03
logo,97581734,17934314.0,18.0,33.62
ardyz,132800533,5354437.0,4.0,1.17
indes,127929685,-3065044.0,-2.0,-0.2
mobtl,105907298,7893874.0,7.000000000000001,0.63
penta,64035711,9010068.0,14.000000000000002,2.43
netas,395109976,31772233.0,8.0,7.02
arena,79675317,4926222.0,6.0,2.27
escom,84992033,1486018.0,2.0,0.06
papil,1031671011,45516394.0,4.0,0.9
forte,69142148,-19113546.0,-28.000000000000004,-22.43
link,88745954,-14758625.0,-17.0,-114.43
vbtyz,53237591,-1353449.0,-3.0,-0.6
fonet,78613182,-2841767.0,-4.0,-0.59
mtrks,23299426,-5509085.0,-24.0,-5.96
edata,58618025,-6944163.0,-12.0,-0.65
kfein,165421977,-1575355.0,-1.0,-0.11
pkart,18142941,89423.0,0.0,0.41
obase,16782771,2717818.0,16.0,6.85
kront,48941026,-9047781.0,-18.0,-2.77
smart,72084179,6457126.0,9.0,2.53
dgate,53499508,6129169.0,11.0,10.42
despc,46105137,-729180.0,-2.0,-0.95
manas,83089996,12803437.0,15.0,1.41
odine,157882812,27418790.0,17.0,25.16
patek,1740858253,354964629.0,20.0,4.76
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
trgyo,201858635,-7665406.0,-4.0,-2.74
ekgyo,2144123475,-262314290.0,-12.0,-2.62
zrgyo,40890573,-2273413.0,-6.0,-1.31
srvgy,177769373,-5438272.0,-3.0,-0.12
rygyo,155706829,-14723448.0,-9.0,-2.18
isgyo,255680559,-29517083.0,-12.0,-2.43
basgz,57860602,-6141177.0,-11.0,-3.78
aksgy,78426925,-2768934.0,-4.0,-0.27
ozkgy,96781795,-9711154.0,-10.0,-1.39
dggyo,5519850,478657.0,9.0,3.0
psgyo,1150935574,331013776.0,28.999999999999996,0.85
yggyo,9115071,3420673.0,38.0,36.3
akmgy,8963184,1564930.0,17.0,39.97
asgyo,62190542,-5703966.0,-9.0,-1.17
hlgyo,273260093,-1513139.0,-1.0,-0.02
adgyo,64605650,7310512.0,11.0,5.12
akfgy,163784327,682149.0,0.0,0.01
tsgyo,121513728,19072433.0,16.0,1.27
surgy,226325568,32822190.0,15.0,9.44
klgyo,163311349,3995156.0,2.0,0.15
algyo,54734389,-336300.0,-1.0,-0.14
kzbgy,307918167,-59398610.0,-19.0,-2.68
sngyo,85839867,10072886.0,12.0,0.56
vkgyo,149275861,6296364.0,4.0,0.12
pekgy,5038177398,10236684.0,0.0,0.02
fzlgy,95096195,-9747502.0,-10.0,-1.31
begyo,230949163,-8446814.0,-4.0,-0.4
segyo,180475535,18629869.0,10.0,0.52
tehol,2064413678,137935433.0,7.000000000000001,1.88
nugyo,82228662,-8032743.0,-10.0,-1.21
agyo,6232183,-445374.0,-7.000000000000001,-0.58
dzgyo,116422301,-4958750.0,-4.0,-0.34
msgyo,36408643,-2988847.0,-8.0,-0.5
mrgyo,115753454,-2123460.0,-2.0,-0.05
krgyo,220541870,-3803454.0,-2.0,-0.06
ozgyo,32552502,-535829.0,-2.0,-0.14
kgyo,19836516,-1364493.0,-7.000000000000001,-0.23
ygyo,8302327,0.0,0.0,0.0
avgyo,17368945,1428174.0,8.0,1.21
tdgyo,29147673,721365.0,2.0,0.43
atagy,20600215,3463724.0,17.0,2.38
idgyo,21027415,-4151239.0,-20.0,-0.9
mhrgy,29513575,3183636.0,11.0,0.66
avpgy,64486371,3946624.0,6.0,3.92
vrgyo,157099428,-16217858.0,-10.0,-0.38
kzgyo,54671131,8820276.0,16.0,4.22
eygyo,87756434,6749256.0,8.0,0.32
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
garan,3145163168,-123183577.0,-4.0,-5.87
isctr,4144637228,-517611162.0,-12.0,-1.91
halkb,850785873,12032552.0,1.0,0.4
vakbn,690468476,-19774467.0,-3.0,-0.85
akbnk,4995126008,-649084178.0,-13.0,-9.1
skbnk,1609656343,91625972.0,6.0,0.44
albrk,133165388,15108125.0,11.0,0.98
ykbnk,5149918140,-379556936.0,-7.000000000000001,-2.52
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
alark,367201844,-8532247.0,-2.0,-2.19
arclk,291803291,-4315352.0,-1.0,-2.15
asels,2571141025,-130758292.0,-5.0,-9.2
astor,968174913,39147157.0,4.0,4.71
bimas,1822655781,96104844.0,5.0,27.88
ekgyo,2144123475,-262314290.0,-12.0,-2.62
enkai,1075993248,157474535.0,15.0,10.84
eregl,5567074198,482913676.0,9.0,2.58
froto,1412789475,88393605.0,6.0,7.25
gubrf,1163223617,224682774.0,19.0,56.83
hekts,5558069234,441610563.0,8.0,0.39
kchol,4111209803,509669467.0,12.0,23.42
kozal,2260610370,32780832.0,1.0,0.37
kozaa,1174989908,67977400.0,6.0,4.53
krdmd,1196339431,-41600300.0,-3.0,-1.08
odas,968500083,54290233.0,6.0,0.36
petkm,2114524605,252325623.0,12.0,2.58
pgsus,4687768412,401200410.0,9.0,22.5
sahol,2439413652,220679675.0,9.0,8.9
sasa,17782583723,1964105087.0,11.0,0.57
sise,2253148649,236707007.0,11.0,4.59
tavhl,506042071,12976318.0,3.0,6.75
tcell,2988968843,275160349.0,9.0,9.09
thyao,10151943683,820582192.0,8.0,27.38
toaso,1653668254,378000070.0,23.0,57.3
tuprs,3222711368,-212665258.0,-7.000000000000001,-11.45
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
tezol,203598070,68834.0,0.0,0.01
a1cap,189321229,18475337.0,10.0,1.0
adgyo,64605650,7310512.0,11.0,5.12
agrot,400306905,33300880.0,8.0,0.72
ahgaz,465250902,53423992.0,11.0,4.07
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
tezol,203598070,68834.0,0.0,0.01
a1cap,189321218,18475337.0,10.0,1.0
adgyo,64605650,7310512.0,11.0,5.12
agrot,400306905,33300880.0,8.0,0.72
ahgaz,465250902,53423992.0,11.0,4.07
akfye,188510702,-32237988.0,-17.0,-3.45
alfas,173206636,32748048.0,19.0,9.6
asgyo,62190542,-5703966.0,-9.0,-1.17
atakp,32497031,1872559.0,6.0,3.05
astor,968174913,39147157.0,4.0,4.71
aztek,74011050,17811612.0,24.0,11.29
barma,64169270,8986457.0,14.000000000000002,2.77
begyo,230949163,-8446814.0,-4.0,-0.4
bieny,192661104,-39095324.0,-20.0,-9.02
bigch,60706643,10366749.0,17.0,7.23
binho,1429890169,-89377492.0,-6.0,-21.82
bmstl,452130245,-50271897.0,-11.0,-7.13
borls,86140487,16125681.0,19.0,4.06
brkvy,145780872,-4679006.0,-3.0,-2.81
bvsan,89259883,-3498902.0,-4.0,-4.27
bydnr,27518688,-2643887.0,-10.0,-2.48
