hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
altny,295242569,12444808.0,4.0,2.86
asels,5105345479,-277594244.0,-5.0,-11.07
reedr,303388735,14237788.0,5.0,0.49
miatk,1056843998,61802778.0,6.0,2.27
sdttr,194512902,32698494.0,17.0,32.63
ingrm,32275134,1992929.0,6.0,28.04
atatp,170391371,-18346898.0,-11.0,-15.31
alctl,909545303,32411998.0,4.0,4.56
karel,114315597,14708616.0,13.0,1.37
aztek,71280506,10208565.0,14.000000000000002,7.73
httbt,41985312,2394656.0,6.0,2.78
logo,70879316,-3034398.0,-4.0,-7.17
ardyz,188456930,-695815.0,-0.0,-0.11
indes,94118948,590068.0,1.0,0.05
mobtl,167397631,11986796.0,7.000000000000001,0.58
penta,69938441,2064955.0,3.0,0.47
netas,55801962,14732577.0,26.0,19.61
arena,31234944,199184.0,1.0,0.2
escom,166332706,-4041835.0,-2.0,-0.08
papil,351242410,53464259.0,15.0,2.53
forte,80181920,-2377851.0,-3.0,-2.22
link,478812928,-22970568.0,-5.0,-15.02
vbtyz,42719610,-230079.0,-1.0,-0.1
fonet,453105375,-21856448.0,-5.0,-0.16
mtrks,27998597,1468169.0,5.0,1.49
edata,37745454,483184.0,1.0,0.07
kfein,70480226,-3611419.0,-5.0,-0.52
pkart,25435449,-1277605.0,-5.0,-4.08
obase,19873642,-3572596.0,-18.0,-7.14
kront,60861460,1724563.0,3.0,0.47
smart,77241380,7405868.0,10.0,2.59
dgate,63916356,-14645183.0,-23.0,-19.09
despc,37825332,-574917.0,-2.0,-0.92
manas,83767951,7424439.0,9.0,0.64
odine,184322719,264489.0,0.0,0.31
patek,1309738968,62746421.0,5.0,1.53
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
trgyo,126812912,19752853.0,16.0,12.16
ekgyo,4236665942,619021332.0,15.0,3.06
zrgyo,19911207,2216956.0,11.0,2.62
srvgy,55118621,1143325.0,2.0,0.07
rygyo,74173364,11315040.0,15.0,3.26
isgyo,150647181,58206323.0,39.0,7.85
basgz,40056022,-3901069.0,-10.0,-4.07
aksgy,42338104,3150231.0,7.000000000000001,0.59
ozkgy,70117178,7829152.0,11.0,1.59
dggyo,2939171,489988.0,17.0,5.48
psgyo,634952663,-19501401.0,-3.0,-0.09
yggyo,20403133,5430733.0,27.0,37.54
akmgy,7637036,795266.0,10.0,24.36
asgyo,35928847,4325805.0,12.0,1.43
