hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
altny,227901105,-27114337.0,-12.0,-9.98
asels,3636208580,-195884460.0,-5.0,-6.35
reedr,260699914,-6329120.0,-2.0,-0.31
miatk,802623794,79026608.0,10.0,4.17
sdttr,180557184,-15654523.0,-9.0,-18.14
ingrm,51981433,-143422.0,-0.0,-1.14
atatp,57583613,-5827269.0,-10.0,-8.21
alctl,50555283,-667215.0,-1.0,-1.28
karel,69161408,-846492.0,-1.0,-0.11
aztek,36556261,-4573879.0,-13.0,-5.01
httbt,55174187,1647140.0,3.0,1.38
logo,70957384,4237817.0,6.0,6.69
ardyz,86354504,2300610.0,3.0,0.7
indes,33434317,-3634722.0,-11.0,-0.75
mobtl,249086956,68486275.0,27.0,1.43
penta,36517468,-10312140.0,-28.000000000000004,-3.84
netas,32723201,-151534.0,-0.0,-0.24
arena,59737439,-10678562.0,-18.0,-7.24
escom,34136501,-1622867.0,-5.0,-0.12
papil,807295587,-86938483.0,-11.0,-3.61
forte,33214499,-2867252.0,-9.0,-5.8
link,52429251,-11474182.0,-22.0,-120.22
vbtyz,24887735,5686662.0,23.0,4.38
fonet,243930105,-21434261.0,-9.0,-1.42
mtrks,72127017,-8526049.0,-12.0,-2.81
edata,53591502,5117023.0,10.0,0.4
kfein,163204020,-1837906.0,-1.0,-1.47
pkart,35797097,2229008.0,6.0,4.21
obase,14330085,1904527.0,13.0,4.17
kront,78350345,4439781.0,6.0,0.98
smart,32879378,-1138624.0,-3.0,-0.99
dgate,16517602,-840084.0,-5.0,-2.62
despc,22222698,68821.0,0.0,0.14
manas,513933858,-39561361.0,-8.0,-0.91
odine,171458148,-12835929.0,-7.000000000000001,-8.85
patek,231922398,-47934980.0,-21.0,-14.47
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
trgyo,120767634,10290935.0,9.0,5.08
ekgyo,1932056552,-138262125.0,-7.000000000000001,-0.9
zrgyo,100007049,-2409562.0,-2.0,-0.54
srvgy,127082402,12421900.0,10.0,0.31
rygyo,84020458,660592.0,1.0,0.11
isgyo,62158475,-1193473.0,-2.0,-0.31
basgz,28699344,-177925.0,-1.0,-0.17
aksgy,46361448,-10321845.0,-22.0,-1.46
ozkgy,39971418,-5313786.0,-13.0,-1.45
dggyo,9453810,-1627873.0,-17.0,-5.87
psgyo,156792032,-7771302.0,-5.0,-0.09
yggyo,110827051,10727320.0,10.0,7.54
akmgy,15249750,-2347300.0,-15.0,-33.75
asgyo,28265806,750857.0,3.0,0.28
hlgyo,224541125,25946097.0,12.0,0.31
adgyo,34395944,2751533.0,8.0,2.47
akfgy,58424138,-402967.0,-1.0,-0.01
tsgyo,68011300,-4117095.0,-6.0,-0.44
surgy,54365813,-9524941.0,-18.0,-6.93
klgyo,84751121,-14127645.0,-17.0,-0.78
algyo,30647627,3629795.0,12.0,2.16
kzbgy,457032163,-10869585.0,-2.0,-0.2
sngyo,104978206,-1264271.0,-1.0,-0.04
vkgyo,105939241,-6287987.0,-6.0,-0.12
pekgy,225454743,-1571826.0,-1.0,-0.01
fzlgy,63957833,4580606.0,7.000000000000001,2.42
begyo,258264673,-17746451.0,-7.000000000000001,-1.18
segyo,425420115,-69878530.0,-16.0,-0.92
pehol,5218405730,-220343452.0,-4.0,-0.98
nugyo,17570641,3648786.0,21.0,1.44
agyo,9873866,154521.0,2.0,0.1
dzgyo,48940050,1091227.0,2.0,0.14
msgyo,14103035,-1917554.0,-14.000000000000002,-0.55
mrgyo,171066599,8180411.0,5.0,0.07
krgyo,392272230,-43811796.0,-11.0,-1.42
ozgyo,13609057,484310.0,4.0,0.18
kgyo,29117106,2758191.0,9.0,0.31
ygyo,517784199,492309.0,0.0,0.01
avgyo,8261596,925415.0,11.0,0.95
tdgyo,32535753,-5322109.0,-16.0,-2.43
atagy,7679874,-1880877.0,-24.0,-2.65
idgyo,6806587,577434.0,8.0,0.22
mhrgy,91162286,-9696070.0,-11.0,-0.59
avpgy,104758730,18435681.0,18.0,9.77
vrgyo,117895691,-4471354.0,-4.0,-0.09
kzgyo,19015273,-327192.0,-2.0,-0.35
eygyo,45374387,5587356.0,12.0,0.3
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
garan,2197836203,97185858.0,4.0,4.73
isctr,3777986598,-122762530.0,-3.0,-0.37
halkb,2614256605,675014515.0,26.0,5.35
vakbn,1200528008,136193068.0,11.0,2.48
akbnk,5746081394,465999088.0,8.0,4.1
skbnk,202115406,27348611.0,14.000000000000002,0.72
albrk,180707159,-1282059.0,-1.0,-0.04
ykbnk,3249922433,-740861528.0,-23.0,-5.43
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
alark,742527119,-94730827.0,-13.0,-12.72
arclk,262818086,-16613332.0,-6.0,-8.2
asels,3636208580,-195884460.0,-5.0,-6.35
astor,858991556,-56195632.0,-7.000000000000001,-6.76
bimas,2007603408,174814878.0,9.0,40.68
ekgyo,1932056552,-138262125.0,-7.000000000000001,-0.9
enkai,711021019,68696122.0,10.0,6.21
eregl,1566676338,151612084.0,10.0,2.11
froto,1146727702,-331397434.0,-28.999999999999996,-282.09
gubrf,985201952,-82704578.0,-8.0,-24.29
hekts,476440495,51847579.0,11.0,0.36
kchol,3078219033,-510891515.0,-17.0,-24.11
kozal,1489049040,-94934492.0,-6.0,-1.88
kozaa,530969681,-31570420.0,-6.0,-5.13
krdmd,857044600,23311378.0,3.0,0.7
odas,274072818,18963608.0,7.000000000000001,0.35
petkm,1046315602,95498210.0,9.0,1.57
pgsus,2586061945,-203090201.0,-8.0,-20.82
sahol,1328175314,155989685.0,12.0,9.12
sasa,3878515464,280916880.0,7.000000000000001,0.3
sise,843472838,-29277106.0,-3.0,-1.26
tavhl,487009891,-78527878.0,-16.0,-40.0
tcell,1417498625,-31299188.0,-2.0,-1.99
thyao,11457061912,1836453972.0,16.0,50.97
toaso,805753338,-177834323.0,-22.0,-35.31
tuprs,1322220272,-67192436.0,-5.0,-6.49
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
tezol,53290215,-3152980.0,-6.0,-1.02
a1cap,72376509,1334259.0,2.0,0.09
adgyo,34395944,2751533.0,8.0,2.47
agrot,297801969,-5516369.0,-2.0,-0.16
ahgaz,106306615,-4860525.0,-5.0,-1.01
akfye,99610315,-9630287.0,-10.0,-1.77
alfas,67278603,-8344158.0,-12.0,-6.18
asgyo,28265806,750857.0,3.0,0.28
atakp,46135787,6089437.0,13.0,5.17
astor,858991556,-56195632.0,-7.000000000000001,-6.76
aztek,36556261,-4573879.0,-13.0,-5.01
barma,22197521,2051387.0,9.0,1.71
begyo,258264673,-17746451.0,-7.000000000000001,-1.18
bieny,327452876,25652678.0,8.0,3.14
bigch,28699672,-3278397.0,-11.0,-3.05
binho,329415464,-26285690.0,-8.0,-23.5
bmstl,211524679,31196088.0,15.0,6.54
