tekno,11123097568.8,-6360022.0,-0.1,11,24
gyo,9641837506.0,-373718333.5,-3.9,20,26
banka,15853458489.7,208852958.2,1.3,6,2
bist30,50495808129.7,-993365088.5,-2.0,8,18
harz,15454521148.8,-79950124.7,-0.5,32,62
bist500,81099149599.6,-1902550425.9,-2.3,131,266
enerji,2760807203.9,-184789014.2,-6.7,7,25
bist100,67484533286.1,-1028249918.0,-1.5,25,66
fonlar,193720540.9,-32724071.9,-16.9,3,6
fin_sigorta,1960487650.6,50259302.0,2.6,6,5
cim_ins,2475488189.0,-19040936.3,-0.8,9,14
bist_100_disi,26455345000.2,-1065019617.7,-4.0,109,217
