hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
altny,328394129,17966655.0,5.0,4.37
asels,5516422350,468259760.0,8.0,11.35
reedr,168771214,24751728.0,15.0,1.71
miatk,709309653,81880698.0,12.0,4.11
sdttr,74393626,1328465.0,2.0,3.51
ingrm,16485622,-2167773.0,-13.0,-50.99
atatp,57882924,6355797.0,11.0,8.97
alctl,42984845,-2324639.0,-5.0,-5.08
karel,30101362,5063921.0,17.0,1.42
aztek,45606160,13781061.0,30.0,11.75
httbt,52322554,10919016.0,21.0,9.3
logo,56353409,-1249881.0,-2.0,-2.7
ardyz,52978938,2992156.0,6.0,1.38
indes,21061973,996252.0,5.0,0.31
mobtl,86237292,-3241937.0,-4.0,-0.27
penta,19445219,4234614.0,22.0,2.85
netas,26216834,-1909928.0,-7.000000000000001,-3.75
arena,65193532,-7394957.0,-11.0,-4.65
escom,31004281,2656500.0,9.0,0.22
papil,615173720,-12726332.0,-2.0,-0.74
forte,21701305,-2828804.0,-13.0,-8.36
link,75010342,-685935.0,-1.0,-4.84
vbtyz,19080793,-2578.0,-0.0,-0.0
fonet,69969458,-1012091.0,-1.0,-0.22
mtrks,27714271,20589.0,0.0,0.02
edata,26763378,3011685.0,11.0,0.46
kfein,53873146,-2259741.0,-4.0,-4.98
pkart,14099731,-3416532.0,-24.0,-15.15
obase,15418323,1006463.0,7.000000000000001,1.95
kront,35730643,1202287.0,3.0,0.54
smart,25759901,2646728.0,10.0,2.74
dgate,50252187,5657127.0,11.0,5.9
despc,17862404,3396284.0,19.0,8.21
manas,198430285,18308859.0,9.0,0.68
odine,25867649,0.0,0.0,0.0
patek,231267990,8125521.0,4.0,2.48
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
trgyo,248794483,-2587153.0,-1.0,-0.63
ekgyo,2653007087,-467666152.0,-18.0,-2.12
zrgyo,152896150,-3253748.0,-2.0,-0.53
srvgy,85925319,4135936.0,5.0,0.14
rygyo,77420517,17780734.0,23.0,3.04
isgyo,94619830,-966364.0,-1.0,-0.16
basgz,13254988,-626957.0,-5.0,-1.29
aksgy,41911120,-606783.0,-1.0,-0.09
ozkgy,141419651,34369226.0,24.0,2.6
dggyo,10017932,568103.0,6.0,1.83
psgyo,199610551,22350288.0,11.0,0.2
yggyo,26883028,1435076.0,5.0,3.79
akmgy,14938448,67014.0,0.0,0.9
asgyo,37775703,6021095.0,16.0,1.65
hlgyo,53667482,-2914987.0,-5.0,-0.14
adgyo,28995295,-1369559.0,-5.0,-1.46
akfgy,48380899,-2095179.0,-4.0,-0.08
tsgyo,76441237,4006558.0,5.0,0.36
surgy,69621926,-10879403.0,-16.0,-6.53
klgyo,67777789,1711315.0,3.0,0.11
algyo,34569659,4052581.0,12.0,2.07
kzbgy,260804224,40773724.0,16.0,1.47
sngyo,82855640,20850301.0,25.0,0.83
vkgyo,80144791,8517805.0,11.0,0.2
pekgy,127615504,11213750.0,9.0,0.13
fzlgy,168984507,-32582229.0,-19.0,-6.49
begyo,438939545,51506907.0,12.0,2.05
segyo,155457281,-12981195.0,-8.0,-0.35
pehol,5603837544,-149152894.0,-3.0,-0.42
nugyo,10979301,-623066.0,-6.0,-0.37
agyo,6384542,-515839.0,-8.0,-0.49
dzgyo,49574253,6052729.0,12.0,0.75
msgyo,31091138,4304374.0,14.000000000000002,0.56
mrgyo,50838711,10302333.0,20.0,0.28
krgyo,181944282,14494306.0,8.0,1.0
ozgyo,28643903,-3892440.0,-14.000000000000002,-0.71
kgyo,28523382,5481819.0,19.0,0.62
ygyo,537488246,-320178.0,-0.0,-0.0
avgyo,11488334,2108395.0,18.0,1.55
tdgyo,17584100,-3911848.0,-22.0,-3.14
atagy,6373392,-235725.0,-4.0,-0.38
idgyo,13868000,-38311.0,-0.0,-0.01
mhrgy,17665579,1876756.0,11.0,0.52
avpgy,114940830,3890421.0,3.0,1.84
vrgyo,23788505,1390005.0,6.0,0.13
kzgyo,14102641,2065700.0,15.0,2.7
eygyo,29285902,5373786.0,18.0,0.44
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
garan,3217820160,971203963.0,30.0,30.92
isctr,4995777577,1053648212.0,21.0,2.27
halkb,1168676280,94607610.0,8.0,1.63
vakbn,712094540,110421829.0,16.0,3.25
akbnk,7061184012,1830636282.0,26.0,13.41
