tekno,14830131254.1,-873448843.4,-5.9,17,19
gyo,9825685662.9,403356773.9,4.1,26,21
banka,29788720161.5,954814863.7,3.2,7,1
bist30,69395870684.0,5286133484.1,7.6,16,8
harz,18891146630.3,-222139946.6,-1.2,44,51
bist500,130699850203.1,7159988180.2,5.5,230,166
enerji,6327412714.6,438502802.7,6.9,20,12
bist100,95553487692.7,7050255813.1,7.4,62,28
fonlar,1449903425.7,242255272.1,16.7,6,5
fin_sigorta,1931650710.9,8673592.1,0.4,4,7
cim_ins,5927508035.7,66142013.3,1.1,16,7
bist_100_disi,49978806448.1,-105750747.3,-0.2,178,149
