hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
altny,1141930838,96962486.0,8.0,7.01
asels,5158289163,464140428.0,9.0,13.02
reedr,254507987,14060823.0,6.0,0.5
miatk,200570931,1092489.0,1.0,0.15
sdttr,1067645704,24801050.0,2.0,4.38
ingrm,9130072,-476446.0,-5.0,-17.85
atatp,22758405,1565415.0,7.000000000000001,5.47
alctl,24404381,-2569439.0,-11.0,-10.6
karel,79783136,2425615.0,3.0,0.25
aztek,20584795,618940.0,3.0,1.11
httbt,52352442,7009519.0,13.0,5.29
logo,48214618,493418.0,1.0,1.49
ardyz,41396661,371651.0,1.0,0.23
indes,26801471,7785660.0,28.999999999999996,1.8
mobtl,46878130,-2019830.0,-4.0,-0.28
penta,18585074,-2950013.0,-16.0,-2.03
netas,16229527,-1031723.0,-6.0,-2.86
arena,34532657,-1566103.0,-5.0,-1.34
escom,121624126,-7378654.0,-6.0,-0.19
papil,1081563265,33806337.0,3.0,1.02
forte,39752150,2759524.0,7.000000000000001,5.1
link,78794003,17102902.0,22.0,127.73
vbtyz,24127940,4048417.0,17.0,3.44
fonet,74903170,6228490.0,8.0,1.2
mtrks,11589363,635550.0,5.0,0.97
edata,70701302,-406987.0,-1.0,-0.02
kfein,19956375,341494.0,2.0,1.51
pkart,10278342,1701769.0,17.0,10.24
obase,6577060,-213175.0,-3.0,-0.93
kront,32943798,-6114286.0,-19.0,-1.47
smart,22397923,-2615526.0,-12.0,-2.63
dgate,22218956,-2266722.0,-10.0,-6.98
despc,9418750,-2325372.0,-25.0,-10.88
manas,57287009,-10404141.0,-18.0,-0.91
odine,1312561195,241271992.0,18.0,18.1
patek,993904897,-943938.0,-0.0,-0.02
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
trgyo,101485139,-5647816.0,-6.0,-3.47
ekgyo,3909504999,220856949.0,6.0,0.94
zrgyo,141034362,-1316957.0,-1.0,-0.22
srvgy,71946190,-8673470.0,-12.0,-0.3
rygyo,189812714,40649367.0,21.0,3.76
isgyo,116028780,10737944.0,9.0,1.54
basgz,15708134,-4566939.0,-28.999999999999996,-9.75
aksgy,15829331,-3632126.0,-23.0,-1.44
ozkgy,95237401,1999230.0,2.0,0.23
dggyo,3064760,-258928.0,-8.0,-2.51
psgyo,439092490,-37829163.0,-9.0,-0.18
yggyo,7736961,1801642.0,23.0,19.37
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
trgyo,101485139,-5647816.0,-6.0,-3.47
ekgyo,3909504999,220856949.0,6.0,0.94
zrgyo,141034362,-1316957.0,-1.0,-0.22
srvgy,71946190,-8673470.0,-12.0,-0.3
rygyo,189812714,40649367.0,21.0,3.76
isgyo,116028780,10737944.0,9.0,1.54
basgz,15708134,-4566939.0,-28.999999999999996,-9.75
aksgy,15829331,-3632126.0,-23.0,-1.44
ozkgy,95237401,1999230.0,2.0,0.23
dggyo,3064760,-258928.0,-8.0,-2.51
psgyo,439092490,-37829163.0,-9.0,-0.18
yggyo,7736961,1801642.0,23.0,19.37
akmgy,1812200,58711.0,3.0,6.04
asgyo,45533229,-4662726.0,-10.0,-1.06
hlgyo,156587602,3282352.0,2.0,0.06
adgyo,127018964,43424056.0,34.0,11.84
akfgy,114369564,1427730.0,1.0,0.03
tsgyo,21339001,287189.0,1.0,0.08
surgy,141780439,41821375.0,28.999999999999996,14.43
klgyo,171065674,14906530.0,9.0,0.5
algyo,17183560,598326.0,3.0,0.64
kzbgy,711904209,-21903952.0,-3.0,-0.31
sngyo,152033899,11665727.0,8.0,0.3
vkgyo,77351422,-5385206.0,-7.000000000000001,-0.14
pekgy,247100907,-17807357.0,-7.000000000000001,-0.14
fzlgy,289783747,-75905176.0,-26.0,-9.22
begyo,51376112,1892306.0,4.0,0.38
segyo,27700671,-2960200.0,-11.0,-0.41
pehol,3748388190,829764780.0,22.0,3.62
nugyo,18670158,-1008535.0,-5.0,-0.4
agyo,2490347,-285177.0,-11.0,-0.73
dzgyo,26711133,81869.0,0.0,0.02
msgyo,13823058,-183695.0,-1.0,-0.05
mrgyo,238722241,-25934928.0,-11.0,-0.22
krgyo,75231385,-3933224.0,-5.0,-0.36
ozgyo,55015098,2486702.0,5.0,0.3
kgyo,7911002,1364849.0,17.0,0.59
ygyo,4628634,0.0,0.0,0.0
avgyo,2525861,-732454.0,-28.999999999999996,-2.51
