tekno,12736410526.8,174671518.3,1.4,18,18
gyo,12115053420.8,481250213.2,4.0,27,19
banka,26783630451.3,-1036395393.8,-3.9,2,6
bist30,74456623293.5,-1122537025.6,-1.5,6,19
harz,40526471024.4,-2243417610.3,-5.5,50,45
bist500,126338068450.1,-3523182801.8,-2.8,182,209
enerji,11855890020.0,-845088307.9,-7.1,19,13
bist100,105116430027.8,-2110297632.1,-2.0,30,60
fonlar,1027335347.5,-291114696.6,-28.3,2,7
fin_sigorta,2472994327.6,-76451447.0,-3.1,2,9
cim_ins,2264361318.7,-78720081.0,-3.5,10,13
bist_100_disi,46564278155.3,-476678053.3,-1.0,160,161
