tekno,20617511342.9,533314881.4,2.6,15,21
gyo,16973904355.0,-268223962.6,-1.6,18,28
banka,20888788641.1,-1843396756.2,-8.8,2,6
bist30,104592173788.8,-4742763292.1,-4.5,7,19
harz,52260631569.4,462659177.7,0.9,32,63
bist500,177293900340.1,-5777803039.2,-3.3,130,264
enerji,11204012541.4,200556598.0,1.8,11,21
bist100,144602721961.5,-5791711191.9,-4.0,28,64
fonlar,284385899.4,-55787619.5,-19.6,2,7
fin_sigorta,2905419099.4,-362017026.6,-12.5,2,9
cim_ins,3372302399.6,-504954902.9,-15.0,7,16
bist_100_disi,54832631539.8,-1298984862.7,-2.4,110,213
