tekno,25252946866.0,1508786652.2,6.0,17,18
gyo,6747027293.5,-223852405.7,-3.3,29,17
banka,34847620919.6,-1164518926.4,-3.3,3,5
bist30,112701634725.6,10766919222.7,9.6,17,6
harz,39084428335.2,3577635875.1,9.2,58,36
bist500,144293263478.2,11150316937.8,7.7,237,150
enerji,9220200901.1,559222399.9,6.1,23,9
bist100,140308711827.6,11684759440.9,8.3,62,26
fonlar,1195088708.2,123502930.6,10.3,7,2
fin_sigorta,2170539877.8,270963476.5,12.5,8,3
cim_ins,2135166397.7,196156382.4,9.2,18,5
bist_100_disi,31047719666.9,192159981.3,0.6,189,131
