tekno,22963748313.6,3042308210.9,13.2,24,11
gyo,8587512735.0,529621612.3,6.2,24,22
banka,31448567570.8,4177813036.7,13.3,5,1
bist30,115185872512.5,11159596648.3,9.7,20,3
harz,42961217948.5,1255912870.5,2.9,47,46
bist500,177990004682.0,12783247351.1,7.2,224,164
enerji,10902781754.4,499867323.5,4.6,20,12
bist100,154804340003.5,12590980411.0,8.1,61,27
fonlar,217894005.8,5796946.4,2.7,3,6
fin_sigorta,1865028091.5,43655306.0,2.3,8,3
cim_ins,2999837182.7,282174000.0,9.4,14,9
bist_100_disi,50471754131.1,1090370441.3,2.2,175,146
