hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
altny,507856916,-10537319.0,-2.0,-0.3
asels,15111755374,1617508965.0,11.0,40.06
reedr,100605500,-17318651.0,-17.0,-0.87
miatk,100216936,0.0,0.0,0.0
sdttr,160812297,3030860.0,2.0,0.35
ingrm,13475602,-1476915.0,-11.0,-37.58
atatp,155887106,2202337.0,1.0,3.72
alctl,36829900,-5002282.0,-14.000000000000002,-13.15
karel,79761613,-6762867.0,-8.0,-0.58
aztek,29158336,2549059.0,9.0,0.28
httbt,37483966,5854792.0,16.0,4.97
logo,144921958,7326121.0,5.0,6.74
ardyz,848198312,-155355551.0,-18.0,-11.53
indes,135173919,-3035586.0,-2.0,-0.24
mobtl,50821784,-8003062.0,-16.0,-1.9
penta,31468314,-5726897.0,-18.0,-2.17
netas,119143952,-14865016.0,-12.0,-10.96
arena,23995819,2014454.0,8.0,1.48
escom,65308892,4149533.0,6.0,0.3
papil,131148214,-20270907.0,-15.0,-1.63
forte,176594163,-20743276.0,-12.0,-11.92
link,131448052,-18769522.0,-14.000000000000002,-0.65
vbtyz,59184917,-2164825.0,-4.0,-1.13
fonet,75252581,-1181585.0,-2.0,-0.06
mtrks,62182861,2756615.0,4.0,1.04
edata,92282736,-17902792.0,-19.0,-2.72
kfein,35753823,-4242757.0,-12.0,-0.84
pkart,49358452,-4422316.0,-9.0,-8.7
obase,13106215,-1004186.0,-8.0,-2.56
kront,28344936,-176491.0,-1.0,-0.12
smart,17428407,731748.0,4.0,0.84
dgate,42814658,-2989028.0,-7.000000000000001,-5.44
despc,40876609,-2000826.0,-5.0,-1.82
manas,7099658,0.0,0.0,0.0
odine,3876412,0.0,0.0,0.0
patek,415898060,-83616786.0,-20.0,-4.21
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
trgyo,216367898,16268472.0,8.0,6.84
ekgyo,4412193620,349343108.0,8.0,1.51
zrgyo,57682106,-8229311.0,-14.000000000000002,-2.81
srvgy,46794107,1984032.0,4.0,0.09
rygyo,76589786,1459326.0,2.0,0.82
isgyo,50902129,11909779.0,23.0,5.27
basgz,23692347,1302462.0,5.0,2.27
aksgy,48050988,-4278056.0,-9.0,-0.85
ozkgy,47944024,5672480.0,12.0,1.47
dggyo,10330464,359365.0,3.0,1.01
psgyo,84199220,-11788520.0,-14.000000000000002,-0.33
yggyo,42764937,3779917.0,9.0,19.1
akmgy,8843163,-117562.0,-1.0,-3.11
asgyo,33597777,3269295.0,10.0,1.0
hlgyo,176063842,11843795.0,7.000000000000001,0.28
adgyo,67683364,-7782873.0,-11.0,-5.95
akfgy,167901267,-24225206.0,-14.000000000000002,-0.36
tsgyo,9039196,1588273.0,18.0,0.93
surgy,61552251,2027036.0,3.0,0.86
klgyo,54039747,-2099078.0,-4.0,-0.16
algyo,82884394,-725376.0,-1.0,-0.03
kzbgy,108134249,-4956866.0,-5.0,-0.07
sngyo,120766776,2182894.0,2.0,0.05
vkgyo,39438034,6337123.0,16.0,0.29
pekgy,14228020,0.0,0.0,0.0
fzlgy,144544448,8856540.0,6.0,0.55
begyo,12926199,197977.0,2.0,0.05
segyo,15258217,1168740.0,8.0,0.23
tehol,7917526,0.0,0.0,0.0
nugyo,17752873,-2167872.0,-12.0,-1.01
