tekno,9771736663.9,-254593997.9,-2.6,17,19
gyo,12793538594.6,898866702.4,7.0,21,25
banka,19121157976.9,-851770684.8,-4.5,3,5
bist30,54009458480.9,-1988074892.1,-3.7,7,18
harz,24901490652.9,484753337.4,1.9,44,51
bist500,105459564085.2,-1642845308.3,-1.6,178,215
enerji,8588396356.2,42972657.1,0.5,16,16
bist100,79474243926.6,-2122170522.2,-2.7,30,61
fonlar,945570962.4,-74030536.8,-7.8,0,9
fin_sigorta,1620063630.1,-67292099.6,-4.2,5,6
cim_ins,3697542488.4,-105165706.6,-2.8,9,14
bist_100_disi,39903308675.1,-296435815.6,-0.7,159,164
