bist30,96368153282.5,-882006478.3,-0.9,8,17
tekno,17222887043.8,624531281.4,3.6,14,22
gyo,17215380349.7,-844002093.8,-4.9,23,23
banka,33598217913.4,-4875861372.3,-14.5,1,7
harz,27235575936.1,-2254816292.4,-8.3,29,65
bist500,146767226485.6,-2532409773.7,-1.7,170,220
enerji,6253805538.2,434089838.6,6.9,16,16
bist100,126868082074.4,-579917574.5,-0.5,37,54
fonlar,185451666.9,-37495217.1,-20.2,2,7
fin_sigorta,3388422136.8,48498179.0,1.4,6,5
cim_ins,3196333254.3,-57216489.3,-1.8,7,16
bist_100_disi,47572739501.3,-1203812667.4,-2.5,139,181
