tekno,9417948869.0,710524239.5,7.5,21,15
gyo,8919080076.8,1239828527.3,13.9,29,17
banka,28732399722.7,1861804374.2,6.5,4,4
bist30,63577145198.0,4707031633.3,7.4,22,3
harz,17225877246.8,720076627.7,4.2,52,43
bist500,102885690127.1,4859922940.3,4.7,229,167
enerji,6581851895.2,-422015801.5,-6.4,13,19
bist100,82790456876.5,5668957433.6,6.8,63,28
fonlar,759325163.8,195850267.7,25.8,4,6
fin_sigorta,1277042474.2,47421862.9,3.7,8,3
cim_ins,3988845613.9,300543450.6,7.5,15,8
bist_100_disi,35687698511.7,665691116.2,1.9,181,144
