tekno,16760866298.5,307203944.3,1.8,6,29
gyo,8626621110.9,-583403400.9,-6.8,15,31
banka,36358410970.1,-5763820144.9,-15.9,1,7
bist30,102648892683.5,-3994480715.1,-3.9,4,21
harz,27413687085.9,-725458672.6,-2.6,25,67
bist500,145113004767.2,-6752178073.6,-4.7,98,291
enerji,7036768476.2,-861666257.8,-12.2,9,23
bist100,130338643106.5,-6024165692.5,-4.6,18,71
fonlar,303790826.8,-94722272.6,-31.2,0,11
fin_sigorta,2196153288.2,292470341.5,13.3,3,8
cim_ins,1988821303.6,-197650108.5,-9.9,4,19
bist_100_disi,31202387901.8,-2444187014.6,-7.8,86,234
