tekno,16097516620.6,905993835.8,5.6,16,15
gyo,5623389966.3,415099499.5,7.4,20,19
banka,44646579933.0,4889739660.6,11.0,4,2
bist30,113023503987.9,9372066962.0,8.3,17,6
harz,22144891048.2,1200900992.1,5.4,33,42
bist500,160170593034.9,10768394855.7,6.7,152,199
enerji,5967151063.3,-383269099.8,-6.4,9,16
bist100,137430228487.4,9886433691.3,7.2,43,39
fonlar,23870862420.1,2274210349.0,9.5,5,5
fin_sigorta,1245224777.3,263747006.2,21.2,7,2
cim_ins,2194762714.7,-140954249.2,-6.4,6,15
bist_100_disi,43821751485.7,2170227317.8,5.0,117,169
