tekno,16386742874.3,5849441.2,0.0,16,20
gyo,8217126157.6,668665027.5,8.1,26,20
banka,35149341249.5,-1709328311.6,-4.9,2,6
bist30,97323986782.8,-3614620166.3,-3.7,8,18
harz,36078734988.7,64266271.7,0.2,35,59
bist500,145629057798.5,-3357670574.0,-2.3,172,219
enerji,13975073347.3,311350536.7,2.2,11,21
bist100,137460920359.0,-3478979560.4,-2.5,31,60
fonlar,212509626.2,-24025184.5,-11.3,1,7
fin_sigorta,5782498744.7,-179829911.2,-3.1,5,6
cim_ins,2415033682.7,-14358599.5,-0.6,11,12
bist_100_disi,38216733584.5,313091151.5,0.8,149,172
