hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
altny,215905749,12207507.0,6.0,0.88
asels,15542403660,-1064242132.0,-7.000000000000001,-24.05
reedr,470287193,-71382986.0,-15.0,-0.99
miatk,388815554,-49144827.0,-13.0,-3.76
sdttr,124596796,-4360523.0,-3.0,-8.31
ingrm,9996340,-58201.0,-1.0,-2.27
atatp,363539726,33480320.0,9.0,22.92
alctl,75917928,-2838960.0,-4.0,-6.74
karel,99692949,-23004693.0,-23.0,-2.06
aztek,12644428,-1367257.0,-11.0,-0.48
httbt,25906092,696710.0,3.0,1.04
logo,95594802,-28082758.0,-28.999999999999996,-40.14
ardyz,219779115,-38286969.0,-17.0,-13.14
indes,32416816,-382556.0,-1.0,-0.12
mobtl,57518286,-8215263.0,-14.000000000000002,-2.13
penta,17410410,-439430.0,-3.0,-0.34
netas,16454605,379053.0,2.0,1.49
arena,27852940,1334892.0,5.0,0.98
escom,78322327,33675915.0,43.0,2.55
papil,44394941,-4944595.0,-11.0,-1.28
forte,141942661,2197325.0,2.0,1.77
link,137397126,3698321.0,3.0,0.16
vbtyz,56982991,-13193354.0,-23.0,-7.33
fonet,122614100,20587543.0,17.0,0.86
mtrks,25812764,1003427.0,4.0,1.05
edata,194491226,26272269.0,14.000000000000002,2.61
kfein,22300716,-4724650.0,-21.0,-1.77
pkart,36765470,-9669419.0,-26.0,-31.7
obase,23993295,1623070.0,7.000000000000001,2.8
kront,60792996,-764277.0,-1.0,-0.31
smart,28454265,-4285936.0,-15.0,-3.58
dgate,66312537,9720118.0,15.0,16.56
despc,22787494,-3769981.0,-17.0,-6.63
manas,669682727,-35832766.0,-5.0,-1.62
odine,2911873400,933609245.0,32.0,900.01
patek,156517606,4273460.0,3.0,0.53
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
trgyo,84217439,-3358954.0,-4.0,-3.71
ekgyo,1729221659,-49362390.0,-3.0,-0.52
zrgyo,23773179,-3598915.0,-15.0,-2.7
srvgy,20984777,-346384.0,-2.0,-0.04
rygyo,106047583,29478642.0,28.000000000000004,11.36
isgyo,43853693,-5239147.0,-12.0,-3.13
basgz,16349893,4894669.0,30.0,13.29
aksgy,36937452,2480094.0,7.000000000000001,0.65
