tekno,7329623034.4,373274425.7,5.1,16,20
gyo,7251263280.0,376850399.6,5.2,23,24
banka,15877426288.9,-1383450778.0,-8.7,2,6
bist30,38345129770.8,-1793468984.9,-4.7,5,21
harz,15057814063.5,-561787514.8,-3.7,28,66
bist500,85789066118.9,-731860637.0,-0.9,149,250
enerji,4343336906.5,-168062014.8,-3.9,8,24
bist100,52613712175.2,-2461132428.4,-4.7,23,69
fonlar,1586555123.5,-39869300.9,-2.5,3,8
fin_sigorta,1435197318.4,-9619201.2,-0.7,3,8
cim_ins,3522479787.8,-115025051.5,-3.3,9,14
bist_100_disi,45134631515.6,871160287.0,1.9,132,196
