tekno,19103777857.1,2328275546.1,12.2,23,12
gyo,15070578877.2,1557499874.0,10.3,24,21
banka,24605342644.9,-1675483703.7,-6.8,1,7
bist30,102342771491.6,9831565361.7,9.6,12,11
harz,44511867341.6,4956672993.9,11.1,57,37
bist500,180147694277.7,12162726849.6,6.8,219,171
enerji,11402999706.3,548128001.6,4.8,18,14
bist100,150897198151.0,12377697406.9,8.2,50,38
fonlar,876637823.1,-98102577.7,-11.2,6,4
fin_sigorta,3349689771.2,187514593.7,5.6,6,5
cim_ins,4168351086.0,423894763.5,10.2,14,9
bist_100_disi,53175145366.0,282441818.2,0.5,180,143
