tekno,21910798705.8,-659229153.0,-3.0,15,21
gyo,8918271865.1,-415277892.4,-4.7,21,25
banka,33067155019.1,-3416037378.7,-10.3,2,6
bist30,91683258269.2,-4119610920.4,-4.5,11,15
harz,34130583831.3,-2334062550.3,-6.8,39,56
bist500,134285330063.8,-4610880077.7,-3.4,151,240
enerji,11224649365.1,-57972510.7,-0.5,10,22
bist100,117118580643.6,-4952783798.4,-4.2,38,53
fonlar,1343491572.7,135570364.6,10.1,3,6
fin_sigorta,887062456.0,-25894299.6,-2.9,4,6
cim_ins,1823811246.3,-35241514.9,-1.9,5,18
bist_100_disi,38649275104.3,204348631.1,0.5,122,199
