hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
altny,1132547643,-93022055.0,-8.0,-7.58
asels,4558324140,454520230.0,10.0,14.51
reedr,171687920,14430725.0,8.0,0.78
miatk,308849893,2798838.0,1.0,0.26
sdttr,2120987681,24900430.0,1.0,2.56
ingrm,18293836,2823030.0,15.0,53.21
atatp,40731821,-7059294.0,-17.0,-12.87
alctl,17902186,1426337.0,8.0,7.74
karel,17744044,1518290.0,9.0,0.66
aztek,35711705,1716128.0,5.0,1.76
httbt,44523169,311577.0,1.0,0.27
logo,96681278,-3737525.0,-4.0,-5.33
ardyz,34218240,2126742.0,6.0,1.56
indes,25180410,1165407.0,5.0,0.29
mobtl,64469599,850924.0,1.0,0.09
penta,39812108,-1863986.0,-5.0,-0.59
netas,10222872,1753786.0,17.0,7.59
arena,117424829,16024181.0,14.000000000000002,4.11
escom,79557930,5545910.0,7.000000000000001,0.21
papil,768226112,-146826111.0,-19.0,-6.47
forte,28836139,7027209.0,24.0,16.78
link,60546423,-6118352.0,-10.0,-57.78
vbtyz,29537539,-472018.0,-2.0,-0.33
fonet,147660678,8443696.0,6.0,0.81
mtrks,6755984,321133.0,5.0,0.84
edata,11897136,46411.0,0.0,0.02
kfein,26277740,238591.0,1.0,0.81
pkart,32331666,9729423.0,30.0,18.95
obase,7628652,485858.0,6.0,1.8
kront,21417172,-2973593.0,-14.000000000000002,-1.12
smart,9856533,-92972.0,-1.0,-0.21
dgate,17759208,500378.0,3.0,1.88
despc,8619612,2083108.0,24.0,11.02
manas,49508286,-4670709.0,-9.0,-0.49
odine,90587254,-9826222.0,-11.0,-8.05
patek,1245139550,46417707.0,4.0,0.74
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
trgyo,67841012,9081199.0,13.0,8.27
ekgyo,2953722901,446785625.0,15.0,2.26
zrgyo,31198642,1363279.0,4.0,1.02
srvgy,119871472,14835785.0,12.0,0.33
rygyo,128380938,16223805.0,13.0,1.99
isgyo,62693527,1506810.0,2.0,0.38
basgz,23714220,4729669.0,20.0,6.48
aksgy,27235706,-4377774.0,-16.0,-0.99
ozkgy,46057734,5109801.0,11.0,1.18
dggyo,3772040,1104897.0,28.999999999999996,8.86
psgyo,370602425,-15067346.0,-4.0,-0.08
yggyo,11816829,-1682858.0,-14.000000000000002,-11.72
akmgy,2765454,171367.0,6.0,11.44
asgyo,68231133,-911225.0,-1.0,-0.14
hlgyo,90455278,18666236.0,21.0,0.56
adgyo,135677104,24761176.0,18.0,6.17
akfgy,82961264,16397106.0,20.0,0.41
tsgyo,19340513,-2642116.0,-14.000000000000002,-0.85
surgy,30242513,-4133812.0,-14.000000000000002,-6.48
klgyo,206304926,11974736.0,6.0,0.31
algyo,34170859,478309.0,1.0,0.25
kzbgy,149654385,-9603775.0,-6.0,-0.68
sngyo,151450152,22840147.0,15.0,0.56
vkgyo,56980217,8425197.0,15.0,0.29
pekgy,1590978158,-204815339.0,-13.0,-0.28
fzlgy,131588471,-65060094.0,-49.0,-16.43
begyo,47094301,237960.0,1.0,0.05
segyo,19174867,-667127.0,-3.0,-0.13
pehol,462449823,-89988743.0,-19.0,-2.99
nugyo,12303522,-390515.0,-3.0,-0.23
agyo,2936476,344942.0,12.0,0.74
dzgyo,18931631,-310260.0,-2.0,-0.09
msgyo,9342372,-877548.0,-9.0,-0.37
mrgyo,242390376,-5595164.0,-2.0,-0.04
krgyo,54828769,-788348.0,-1.0,-0.13
ozgyo,136883403,-2576798.0,-2.0,-0.12
kgyo,23262736,2867482.0,12.0,0.41
ygyo,5288650,0.0,0.0,0.0
avgyo,2388869,-559109.0,-23.0,-2.07
tdgyo,19651442,1577040.0,8.0,1.2
atagy,2668509,-124022.0,-5.0,-0.52
idgyo,5145015,390090.0,8.0,0.18
mhrgy,16223251,1957198.0,12.0,0.63
avpgy,68210311,-5798310.0,-9.0,-4.95
vrgyo,56028192,1427665.0,3.0,0.06
kzgyo,29717442,-3456018.0,-12.0,-2.36
eygyo,7470242,269314.0,4.0,0.08
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
garan,2654616063,115654061.0,4.0,5.02
isctr,3649962066,-24260204.0,-1.0,-0.08
halkb,358505951,66111890.0,18.0,3.81
vakbn,277224250,31865540.0,11.0,2.75
akbnk,3553303091,103104567.0,3.0,1.68
skbnk,276832475,4900445.0,2.0,0.09
albrk,128711913,-7843754.0,-6.0,-0.41
ykbnk,3831624330,408869727.0,11.0,2.88
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
alark,224715428,8455935.0,4.0,2.89
arclk,272223429,-33235768.0,-12.0,-13.58
asels,4558324140,454520230.0,10.0,14.51
astor,894838605,-38424781.0,-4.0,-3.67
bimas,2277670361,-210555170.0,-9.0,-43.75
ekgyo,2953722901,446785625.0,15.0,2.26
enkai,429779727,-23951688.0,-6.0,-3.41
eregl,8031685010,380324790.0,5.0,1.23
froto,854749987,105129139.0,12.0,10.23
gubrf,943890481,-68462824.0,-7.000000000000001,-16.16
hekts,146446073,-995389.0,-1.0,-0.02
kchol,5070704252,6724930.0,0.0,0.19
kozal,979617800,71195734.0,7.000000000000001,1.67
kozaa,366761751,24190449.0,7.000000000000001,5.51
krdmd,1624518363,301581771.0,19.0,4.2
odas,97488900,6912965.0,7.000000000000001,0.34
petkm,573440016,-75668314.0,-13.0,-2.21
pgsus,2683413509,52001724.0,2.0,4.31
sahol,1390127326,197181576.0,14.000000000000002,11.19
sasa,729535436,-10350772.0,-1.0,-0.04
sise,1063502919,72882073.0,7.000000000000001,2.23
tavhl,596839643,95815601.0,16.0,35.37
tcell,1662672276,155852066.0,9.0,8.36
thyao,5100342214,63054044.0,1.0,3.17
toaso,606318548,60065205.0,10.0,17.8
tuprs,4067279941,290336715.0,7.000000000000001,10.12
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
tezol,520750974,-135522704.0,-26.0,-5.43
a1cap,452256306,32206228.0,7.000000000000001,0.57
adgyo,135677104,24761176.0,18.0,6.17
agrot,54713036,1317743.0,2.0,0.17
ahgaz,170698139,8068892.0,5.0,1.37
akfye,38583782,2908539.0,8.0,1.18
alfas,150928599,20996454.0,14.000000000000002,5.63
asgyo,68231133,-911225.0,-1.0,-0.14
atakp,100373098,3133841.0,3.0,1.26
astor,894838605,-38424781.0,-4.0,-3.67
aztek,35711705,1716128.0,5.0,1.76
barma,8721199,613184.0,7.000000000000001,1.17
begyo,47094301,237960.0,1.0,0.05
bieny,188312367,-21967947.0,-12.0,-5.25
bigch,94804952,-1994483.0,-2.0,-0.81
binho,1515576106,15477216.0,1.0,2.11
bmstl,302819016,-21030636.0,-7.000000000000001,-3.22
borls,358431693,-145489793.0,-41.0,-26.5
brkvy,43359055,-128275.0,-0.0,-0.19
bvsan,23211239,5821903.0,25.0,21.0
bydnr,11345356,2384642.0,21.0,3.91
cates,355366713,-10292523.0,-3.0,-0.94
conse,9599804,-1641758.0,-17.0,-0.5
cvkmd,129791671,5160574.0,4.0,0.45
cwene,108506975,-7648438.0,-7.000000000000001,-0.99
dapgm,71208631,4492692.0,6.0,0.56
dmrgd,36912804,-4398932.0,-12.0,-3.17
dofer,41908475,-1679281.0,-4.0,-1.32
ebebk,14942798,-643392.0,-4.0,-1.83
ekos,29235775,4182937.0,14.000000000000002,3.0
eksun,14722803,3690725.0,25.0,1.31
enery,704678760,72603049.0,10.0,0.7
ensri,21957135,-3443126.0,-16.0,-3.15
eupwr,222232360,17388386.0,8.0,1.97
euren,581793366,-18242324.0,-3.0,-0.17
eygyo,7470242,269314.0,4.0,0.08
forte,28836139,7027209.0,24.0,16.78
fzlgy,131588471,-65060094.0,-49.0,-16.43
