hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
altny,222114989,-2059385.0,-1.0,-0.16
asels,11128621397,755421736.0,7.000000000000001,26.81
reedr,58585227,-1414292.0,-2.0,-0.13
miatk,252124575,0.0,0.0,0.0
sdttr,156637625,9885480.0,6.0,1.38
ingrm,121918438,4625583.0,4.0,15.13
atatp,188671060,-21037315.0,-11.0,-34.61
alctl,27765153,4476028.0,16.0,18.87
karel,60908965,-3675770.0,-6.0,-0.49
aztek,16412282,126953.0,1.0,0.03
httbt,20555534,-5112637.0,-25.0,-8.89
logo,60721613,10627071.0,18.0,23.81
ardyz,365792492,-59824191.0,-16.0,-14.01
indes,81614912,1932709.0,2.0,0.28
mobtl,32991795,-2056291.0,-6.0,-0.82
penta,14371094,3338829.0,23.0,3.03
netas,201568921,-19888017.0,-10.0,-10.18
arena,12537069,674352.0,5.0,1.05
escom,68334848,1425119.0,2.0,0.11
papil,53641201,-1551237.0,-3.0,-0.37
forte,123691101,2084812.0,2.0,1.9
link,63208679,5864174.0,9.0,0.49
vbtyz,62387078,-4213390.0,-7.000000000000001,-2.57
fonet,60083868,-5684559.0,-9.0,-0.45
mtrks,49602989,2992387.0,6.0,1.97
edata,35374738,3453471.0,10.0,1.72
kfein,12926523,826994.0,6.0,0.51
pkart,34273643,1355405.0,4.0,5.04
obase,37360222,6750532.0,18.0,6.68
kront,29423282,-8628922.0,-28.999999999999996,-7.07
smart,15896220,-4478805.0,-28.000000000000004,-6.4
dgate,71299529,-6497006.0,-9.0,-8.71
despc,52507788,-2820807.0,-5.0,-2.21
manas,851595020,76819632.0,9.0,3.51
odine,7354200,0.0,0.0,0.0
patek,150257600,5590635.0,4.0,0.73
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
trgyo,71141567,-6915831.0,-10.0,-9.06
ekgyo,3343497001,462190715.0,14.000000000000002,2.7
zrgyo,6273518,-346098.0,-6.0,-1.08
srvgy,50411737,4014677.0,8.0,0.2
rygyo,190536559,-60528485.0,-32.0,-14.67
isgyo,35322123,-7774.0,-0.0,-0.01
basgz,18246620,6843198.0,38.0,16.8
aksgy,39662632,-5901477.0,-15.0,-1.48
ozkgy,21585767,-3675260.0,-17.0,-2.24
dggyo,3707661,-1911206.0,-52.0,-16.77
psgyo,382573135,51025421.0,13.0,0.41
yggyo,15531576,-4245589.0,-27.0,-60.08
akmgy,7483619,-737685.0,-10.0,-24.44
asgyo,29766783,7085039.0,24.0,2.66
hlgyo,147816406,-3414967.0,-2.0,-0.11
adgyo,73581407,-5865913.0,-8.0,-4.65
akfgy,28221500,1075614.0,4.0,0.1
tsgyo,10092221,379818.0,4.0,0.22
surgy,131011769,12637555.0,10.0,2.95
klgyo,26973095,-3262259.0,-12.0,-0.57
algyo,52305971,-3656049.0,-7.000000000000001,-0.25
kzbgy,40727708,1217408.0,3.0,0.06
sngyo,90593581,-23145098.0,-26.0,-0.82
vkgyo,55847223,8497306.0,15.0,0.29
pekgy,3548711143,-1299743527.0,-37.0,-3.85
fzlgy,105570756,-3368279.0,-3.0,-0.26
begyo,7932580,168229.0,2.0,0.07
segyo,8288783,548589.0,7.000000000000001,0.24
tehol,2275099384,65025013.0,3.0,1.3
nugyo,14584025,-671979.0,-5.0,-0.42
