tekno,19894429386.3,-749198507.7,-3.8,13,23
gyo,11113349316.9,402099259.7,3.6,33,13
banka,34874335419.7,1285821654.2,3.7,8,0
bist30,107956230258.4,7200935560.5,6.7,14,9
harz,49013600711.1,-107018220.5,-0.2,43,50
bist500,166083301457.6,6408022831.9,3.9,194,195
enerji,10151301494.0,-943320572.3,-9.3,14,18
bist100,146483849578.5,8071463800.0,5.5,48,39
fonlar,748210415.4,343817896.1,46.0,3,6
fin_sigorta,1807647335.9,-66289116.8,-3.7,4,7
cim_ins,3304977560.5,-51433309.8,-1.6,17,6
bist_100_disi,50617563935.6,-1134709824.7,-2.2,156,166
