hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
altny,143873757,-47189346.0,-33.0,-24.23
asels,2073486698,-39367474.0,-2.0,-2.59
reedr,122280766,-1619266.0,-1.0,-0.16
miatk,156812092,-18446237.0,-12.0,-3.84
sdttr,42965456,-1882656.0,-4.0,-7.94
ingrm,11926994,-620581.0,-5.0,-19.15
atatp,54529327,-9413149.0,-17.0,-14.25
alctl,43651409,-2819261.0,-6.0,-6.72
karel,34016718,585806.0,2.0,0.15
aztek,31508107,-1288392.0,-4.0,-1.67
httbt,24447354,-3913100.0,-16.0,-6.77
logo,146682930,1091282.0,1.0,1.12
ardyz,62109908,-10419259.0,-17.0,-4.6
indes,42661577,2408822.0,6.0,0.39
mobtl,162705458,-12541337.0,-8.0,-0.57
penta,45321714,-1416646.0,-3.0,-0.43
netas,28630289,-322599.0,-1.0,-0.57
arena,82993511,-12621485.0,-15.0,-5.56
escom,119110704,5572307.0,5.0,0.14
papil,267222913,-4684268.0,-2.0,-0.58
forte,50338702,-4274171.0,-8.0,-5.81
link,48977848,-6011446.0,-12.0,-65.2
vbtyz,33774161,2599401.0,8.0,1.48
fonet,96691163,6554896.0,7.000000000000001,0.98
mtrks,41070358,4004700.0,10.0,1.9
edata,18121716,926767.0,5.0,0.22
kfein,31469924,3849218.0,12.0,12.18
pkart,50082351,5597967.0,11.0,8.15
obase,74936929,-6178429.0,-8.0,-2.8
kront,20287107,-3077978.0,-15.0,-2.63
smart,23781164,-3349205.0,-14.000000000000002,-3.58
dgate,90680495,9813722.0,11.0,7.83
despc,37036725,674186.0,2.0,0.96
manas,36771959,-370019.0,-1.0,-0.06
odine,71629466,-8027448.0,-11.0,-8.45
patek,1770366160,317817933.0,18.0,14.59
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
trgyo,56190331,-874529.0,-2.0,-0.98
ekgyo,2117088088,-329849645.0,-16.0,-2.14
zrgyo,132305120,-10455927.0,-8.0,-1.96
srvgy,60446329,-3521586.0,-6.0,-0.16
rygyo,81203194,-4294672.0,-5.0,-0.73
isgyo,83200481,-9841629.0,-12.0,-1.82
basgz,38927817,-9205468.0,-24.0,-8.07
aksgy,21411361,-2503063.0,-12.0,-0.72
ozkgy,41939601,-7264448.0,-17.0,-1.8
dggyo,8293305,141313.0,2.0,0.55
psgyo,216076641,-7119474.0,-3.0,-0.06
yggyo,20050182,2946905.0,15.0,11.8
akmgy,7362850,-919266.0,-12.0,-24.26
asgyo,40230919,-579809.0,-1.0,-0.15
hlgyo,102208305,-9180463.0,-9.0,-0.24
adgyo,18030038,-1356389.0,-8.0,-2.07
akfgy,205924563,11130614.0,5.0,0.12
tsgyo,19049114,2464083.0,13.0,0.82
surgy,88119622,10046907.0,11.0,5.55
klgyo,77274081,2750126.0,4.0,0.17
algyo,58051369,6204105.0,11.0,2.02
kzbgy,197691657,-15753944.0,-8.0,-0.84
sngyo,89838278,-10562733.0,-12.0,-0.42
vkgyo,44397445,-6885591.0,-16.0,-0.3
pekgy,88242597,-22722771.0,-26.0,-0.36
fzlgy,84134359,-17793911.0,-21.0,-7.49
begyo,434504127,-1873087.0,-0.0,-0.05
segyo,177931803,12432819.0,7.000000000000001,0.29
pehol,663139703,55700390.0,8.0,1.23
nugyo,35318078,3463976.0,10.0,0.71
agyo,25287412,6405615.0,25.0,1.63
dzgyo,20888779,-2946397.0,-14.000000000000002,-0.83
msgyo,16056425,1789272.0,11.0,0.46
mrgyo,348953944,52983617.0,15.0,0.28
krgyo,247219140,-8079893.0,-3.0,-0.49
ozgyo,15899243,-1411988.0,-9.0,-0.46
kgyo,27909454,-72248.0,-0.0,-0.01
ygyo,571808603,-222739.0,-0.0,-0.0
avgyo,5797122,-1569613.0,-27.0,-2.31
tdgyo,28843931,2393297.0,8.0,1.18
atagy,13941779,-186183.0,-1.0,-0.16
idgyo,14412229,1250915.0,9.0,0.26
mhrgy,21880145,3660929.0,17.0,0.81
avpgy,52955922,1524597.0,3.0,1.55
vrgyo,33420798,-847233.0,-3.0,-0.06
kzgyo,28857899,-3745457.0,-13.0,-2.77
eygyo,27623649,3038078.0,11.0,0.25
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
garan,1566146583,158978168.0,10.0,11.27
isctr,2722495356,-142360005.0,-5.0,-0.57
halkb,897214116,46074062.0,5.0,1.07
vakbn,481702563,-4817332.0,-1.0,-0.24
akbnk,5795870513,-347464234.0,-6.0,-3.09
skbnk,113648183,-14390334.0,-13.0,-0.61
albrk,113113510,-1877986.0,-2.0,-0.11
ykbnk,7065561604,-1714426364.0,-24.0,-6.31
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
alark,367772173,32885451.0,9.0,7.69
arclk,185824004,-4383979.0,-2.0,-2.64
asels,2073486698,-39367474.0,-2.0,-2.59
astor,581092822,2027664.0,0.0,0.33
bimas,1762979820,266080463.0,15.0,72.84
ekgyo,2117088088,-329849645.0,-16.0,-2.14
enkai,1039454412,-37296720.0,-4.0,-2.3
eregl,2474923456,-251276658.0,-10.0,-2.41
froto,1245366507,4778085.0,0.0,0.33
gubrf,1299145210,-187410877.0,-14.000000000000002,-40.2
hekts,172040606,10291058.0,6.0,0.18
kchol,1895538563,-134590613.0,-7.000000000000001,-10.51
kozal,845541704,-214442997.0,-25.0,-6.4
kozaa,354324585,-45785632.0,-13.0,-11.02
krdmd,1313727339,296564972.0,23.0,5.31
odas,136198215,8076557.0,6.0,0.29
petkm,298101387,-4701705.0,-2.0,-0.27
pgsus,1168938484,-196650849.0,-17.0,-40.66
sahol,1238661232,-42934480.0,-3.0,-2.69
sasa,1017439494,-104530018.0,-10.0,-0.37
sise,579022234,27196810.0,5.0,1.66
tavhl,436109524,770500.0,0.0,0.4
tcell,1424452344,-34897199.0,-2.0,-2.42
thyao,7025520130,-675198267.0,-10.0,-27.0
toaso,934501004,-30789088.0,-3.0,-6.43
tuprs,965585889,-38681559.0,-4.0,-5.16
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
tezol,68505364,-10274851.0,-15.0,-2.58
a1cap,231399706,-10577921.0,-5.0,-0.32
adgyo,18030038,-1356389.0,-8.0,-2.07
agrot,80904811,-9868927.0,-12.0,-0.98
ahgaz,103177855,-10354290.0,-10.0,-2.48
akfye,69763196,-10126657.0,-15.0,-2.33
alfas,48165733,-10165186.0,-21.0,-9.69
asgyo,40230919,-579809.0,-1.0,-0.15
atakp,30970423,-5289524.0,-17.0,-7.27
astor,581092822,2027664.0,0.0,0.33
aztek,31508107,-1288392.0,-4.0,-1.67
barma,74889422,2336281.0,3.0,0.58
begyo,434504127,-1873087.0,-0.0,-0.05
bieny,221840790,-27881005.0,-13.0,-5.41
bigch,26840495,-930134.0,-3.0,-0.93
binho,352566948,35424444.0,10.0,27.98
bmstl,134584555,-19381848.0,-14.000000000000002,-8.08
borls,152099481,-12346881.0,-8.0,-8.39
brkvy,74447754,-6726901.0,-9.0,-6.1
bvsan,53308429,-3957167.0,-7.000000000000001,-6.99
bydnr,13425133,-1337942.0,-10.0,-2.08
cates,29343879,-3976416.0,-14.000000000000002,-4.07
conse,30015533,-3731281.0,-12.0,-0.37
cvkmd,135780741,-37247090.0,-27.0,-3.32
cwene,44853496,7747938.0,17.0,2.75
dapgm,216117121,-10609513.0,-5.0,-0.46
dmrgd,96783549,17025932.0,18.0,4.25
dofer,44953052,-6926948.0,-15.0,-5.09
