tekno,14492924720.6,756474641.2,5.2,22,14
gyo,14336399845.5,147210687.1,1.0,26,20
banka,37680769627.0,4686258333.4,12.4,7,0
bist30,89861705493.6,5246928105.4,5.8,20,6
harz,22396943619.7,139655237.4,0.6,43,52
bist500,142403364298.8,7267997887.2,5.1,243,154
enerji,7046552874.8,749211465.2,10.6,22,10
bist100,119689052113.0,6369694074.5,5.3,63,29
fonlar,505822211.9,43654709.9,8.6,5,5
fin_sigorta,4600931400.4,336911812.0,7.3,6,5
cim_ins,5710737413.7,19152471.2,0.3,10,13
bist_100_disi,42524362176.6,627425413.0,1.5,190,136
