tekno,11221159939.2,-67188689.6,-0.6,12,24
gyo,15893770190.0,-446340497.9,-2.8,11,35
banka,21110548375.5,969623930.6,4.6,7,1
bist30,68110677768.0,-1238945259.0,-1.8,12,14
harz,17598663720.0,-607849905.9,-3.5,25,69
bist500,117576757909.5,279024248.3,0.2,144,249
enerji,5440769044.0,-29063816.3,-0.5,11,21
bist100,94704239840.8,-1596487514.9,-1.7,29,62
fonlar,210038992.5,42053063.6,20.0,7,3
fin_sigorta,3049075450.6,-329388269.9,-10.8,3,8
cim_ins,2478402712.2,-122948682.7,-5.0,8,14
bist_100_disi,38749366869.4,-403543758.8,-1.0,120,203
