hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
altny,403683118,47001109.0,12.0,7.71
asels,9636320920,3113998110.0,32.0,71.11
reedr,125223007,-9043411.0,-7.000000000000001,-0.49
miatk,649361456,-150580809.0,-23.0,-8.86
sdttr,108828519,13271096.0,12.0,22.25
ingrm,15309471,-2085860.0,-14.000000000000002,-58.03
atatp,91265579,-9197437.0,-10.0,-14.1
alctl,20903066,-2808804.0,-13.0,-14.08
karel,41605268,-1796375.0,-4.0,-0.37
aztek,19163735,-936939.0,-5.0,-0.21
httbt,25745944,-2617754.0,-10.0,-4.28
logo,33156124,1434876.0,4.0,6.79
ardyz,164508672,-135183.0,-0.0,-0.03
indes,42096126,-3978832.0,-9.0,-0.66
mobtl,38480080,-447671.0,-1.0,-0.09
penta,41154616,3848782.0,9.0,1.28
netas,9808797,823246.0,8.0,4.83
arena,9222392,-1270751.0,-14.000000000000002,-3.64
escom,53649129,12840659.0,24.0,0.78
papil,277896076,-9069108.0,-3.0,-0.56
forte,58763921,3987135.0,7.000000000000001,5.51
link,152545623,-22979585.0,-15.0,-32.97
vbtyz,57041044,27834396.0,49.0,7.85
fonet,102631370,927574.0,1.0,0.03
mtrks,13349437,-927821.0,-7.000000000000001,-1.56
edata,18589459,-163913.0,-1.0,-0.05
kfein,44936950,-9683410.0,-22.0,-1.84
pkart,8325197,2721466.0,33.0,22.79
obase,8827863,2015864.0,23.0,7.29
kront,44993996,-6293499.0,-14.000000000000002,-1.83
smart,44907009,-295181.0,-1.0,-0.15
dgate,12990551,-1020312.0,-8.0,-4.72
despc,16917981,-4632792.0,-27.0,-12.12
manas,147911715,45816756.0,31.0,4.11
odine,91181406,22755122.0,25.0,72.12
patek,956418082,160462575.0,17.0,4.52
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
trgyo,121813290,29952293.0,25.0,17.97
ekgyo,2927678591,496110601.0,17.0,3.44
zrgyo,26056045,4647963.0,18.0,4.06
srvgy,103920859,9003124.0,9.0,0.29
rygyo,62549138,-10592172.0,-17.0,-3.56
isgyo,148228606,26940197.0,18.0,3.81
basgz,77157498,14902938.0,19.0,8.48
aksgy,17143508,-1668466.0,-10.0,-0.73
ozkgy,25413410,3539173.0,14.000000000000002,1.97
dggyo,2843753,-275857.0,-10.0,-3.12
psgyo,277666469,-23240527.0,-8.0,-0.21
yggyo,13367417,541721.0,4.0,5.11
akmgy,2468879,-155424.0,-6.0,-12.55
asgyo,39089290,4551721.0,12.0,1.25
hlgyo,288713503,51550975.0,18.0,0.69
adgyo,21565411,-2714376.0,-13.0,-5.7
akfgy,48552444,12789401.0,26.0,0.71
tsgyo,19676808,-1551519.0,-8.0,-0.56
surgy,215839919,-23837919.0,-11.0,-4.57
klgyo,80017201,2197933.0,3.0,0.17
algyo,102371491,19026755.0,19.0,5.67
kzbgy,74815455,-10453722.0,-14.000000000000002,-1.43
sngyo,82750207,13439968.0,16.0,0.74
vkgyo,77668275,16072389.0,21.0,0.53
pekgy,4070096506,-1917090.0,-0.0,-0.01
fzlgy,55458305,-5578886.0,-10.0,-1.29
begyo,32599452,243063.0,1.0,0.04
segyo,49800590,-10658931.0,-21.0,-1.06
pehol,2966207046,-214246419.0,-7.000000000000001,-2.53
nugyo,299724332,76259120.0,25.0,2.53
agyo,699179,-127898.0,-18.0,-1.3
dzgyo,25291353,3021784.0,12.0,0.88
msgyo,7908438,1554815.0,20.0,1.03
mrgyo,66622437,4316735.0,6.0,0.16
krgyo,17623270,825085.0,5.0,0.14
ozgyo,76351999,-1534384.0,-2.0,-0.07
kgyo,59767730,-11861497.0,-20.0,-1.01
ygyo,4086537,0.0,0.0,0.0
avgyo,73529788,-2208850.0,-3.0,-0.3
tdgyo,42331194,-723927.0,-2.0,-0.63
atagy,4320949,-656471.0,-15.0,-2.12
idgyo,37168071,1313598.0,4.0,0.13
mhrgy,13285806,65982.0,0.0,0.02
avpgy,30623593,-922062.0,-3.0,-1.62
vrgyo,53036531,4538832.0,9.0,0.21
kzgyo,48266644,-797075.0,-2.0,-0.39
eygyo,103083998,-11479472.0,-11.0,-0.42
hisse,t_is_hac,t_p_akısı,i_hac_oranı,h_b_p_g
garan,3503269751,147170784.0,4.0,6.02
isctr,8770630028,674397289.0,8.0,1.08
halkb,3315099629,993615075.0,30.0,10.97
vakbn,1310344102,65507495.0,5.0,1.56
akbnk,5721380528,218557547.0,4.0,2.78
