banka,44338465749.0,3734884112.4,8.4,7,0
tekno,19218329223.8,1892137925.0,9.8,17,18
gyo,14246424166.1,-361660085.6,-2.5,33,13
bist30,95959224512.8,12893311216.4,13.4,18,3
harz,25433779656.1,-1306192364.1,-5.1,46,48
enerji,6238423455.0,-7285206.8,-0.1,24,8
bist500,145489867674.7,9874132338.8,6.8,246,143
bist100,128065127316.5,13273204095.1,10.4,67,20
fonlar,920638653.3,-20250486.9,-2.2,6,4
fin_sigorta,2346743170.2,214587791.9,9.1,7,4
cim_ins,3390591892.9,154417390.6,4.6,13,10
bist_100_disi,41580565645.2,-612862007.2,-1.5,194,128
