tekno,7522030463.7,-124907895.9,-1.7,19,17
gyo,14959846233.3,211763773.2,1.4,23,23
banka,44263439875.8,-5475796686.8,-12.4,1,7
bist30,57492271315.3,-1076634605.8,-1.9,10,15
harz,20017411289.2,410593265.4,2.1,52,43
bist500,101866886816.9,-291074341.2,-0.3,177,217
enerji,6615975339.6,-168796036.4,-2.6,10,22
bist100,86054174436.0,-407709473.6,-0.5,44,47
fonlar,374526980.8,-33667761.9,-9.0,2,6
fin_sigorta,4020660046.1,-243829838.6,-6.1,4,7
cim_ins,2308646355.5,-151535687.9,-6.6,7,16
bist_100_disi,29486222057.9,-127385306.7,-0.4,141,183
