tekno,17105017179.1,-2091899665.5,-12.2,16,20
gyo,11919983434.4,-205972047.9,-1.7,20,26
banka,20172765281.4,361002427.2,1.8,6,2
bist30,72469846465.6,-1814688455.9,-2.5,12,14
harz,31346571439.3,-950277218.2,-3.0,37,58
bist500,120748989305.7,-1239294533.8,-1.0,177,214
enerji,7160546612.2,161358931.9,2.3,15,17
bist100,101050038702.4,-80991160.5,-0.1,51,40
fonlar,391450096.4,5753741.6,1.5,2,6
fin_sigorta,2010659567.6,134458929.0,6.7,4,7
cim_ins,2446416952.6,75927982.3,3.1,11,12
bist_100_disi,41495547283.1,-707513999.7,-1.7,138,183
